S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
,,,,,CREST NISSAN OF FRISCO,"$21,750","6600 State Hwy 121 Frisco, TX 75034",(855) 978-7941,,,,,,,,
9,2013,INFINITI G37 4X2 JOURNEY,29297,JN1CV6AP3DM303398,"AUSTIN EAUTOS, INC.","$20,500","16809 Calply Dr Round Rock, TX 78664",(512) 252-1777,AUSTIN IFINITI INC,"$22,000","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,
,,,,,AUTONATION INFINITI TUSTIN,"$21,500","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,,,,,,
,,,,,DRIVERS WAY LLC,"$21,000","100 Driver's Way Pelham, AL 35124",866-828-1900,,,,,,,,
,,,,,AUSTIN IFINITI INC,"$22,000","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,,,,,
10,2013,INFINITI G37 4X2 JOURNEY,44336,JN1CV6AP5DM712356,CREST INFINITI,"$17,500","2501 N Central Expy Plano, TX 75075",(469) 808-1880,DRIVERS WAY LLC,"$18,500","100 Driver's Way Pelham, AL 35124",866-828-1900,,,,
,,,,,DRIVERS WAY LLC,"$18,500","100 Driver's Way Pelham, AL 35124",866-828-1900,,,,,,,,
11,2013,INFINITI JX35 FWD,32523,5N1AL0MN9DC310519,,,,,INFINITI OF MISSION VIEJO,"$27,000",,,,,,
12,2015,INFINITI Q50 4X2 V6 SPORT,8370,JN1AV7APXFM790521,AUSTIN IFINITI INC,"$31,250","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,AUSTIN IFINITI INC,"$31,250","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,
13,2013,INFINITI G37 4X2 JOURNEY,33681,JN1CV6AP2DM304297,NISSAN OF MARIN,"$20,000","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,AUSTIN IFINITI INC,"$22,250","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,
,,,,,CREST NISSAN OF FRISCO,"$20,250","6600 State Hwy 121 Frisco, TX 75034",(855) 978-7941,,,,,,,,
,,,,,AUSTIN IFINITI INC,"$22,250","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,,,,,
14,2013,INFINITI G37 4X2 JOURNEY,18138,JN1CV6AP0DM722440,INFINITI OF RIVERSIDE,"$19,750","3040 Adams St Riverside, CA 92504",(951) 373-5200,AUTONATION INFINITI TUSTIN,"$21,250",,,,,,
,,,,,AUTONATION INFINITI TUSTIN,"$21,250","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,"33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,,
15,2012,INFINITI FX35 4X2,20585,JN8AS1MU2CM121714,AUTONATION INFINITI SOUTH BAY,"$26,750","3233 Pacific Coast Hwy Torrance, CA 90505",(424) 245-0985,INFINITI OF VAN NUYS,"$28,000","5455 Van Nuys Blvd Van Nuys, CA 91401",(866) 554-4870,,,,
,,,,,SEWELL INFINITI,"$27,000","5135 Bryant Irvin Road, Fort Worth, TX 76132",(817) 439-7990,,,,,,,,
16,2014,INFINITI Q50 4X2 V6 PREMIUM,9667,JN1BV7AP4EM674797,,,,,METRO INFINITI,"$26,750","821 E Central Ave Monrovia, CA 91016",(626) 303-1000,,,,
17,2013,INFINITI G37 4X2 JOURNEY,12158,JN1CV6AP5DM722773,INFINITI OF RIVERSIDE,"$21,250","3040 Adams St Riverside, CA 92504",(951) 373-5200,UNIVERSAL CITY NISSAN INC,"$21,750","3550 Cahuenga Blvd West Los Angeles, CA 90068",(866) 612-9413,,,,
,,,,,NISSAN OF MARIN,"$21,500","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,,,,,
,,,,,CARSMITH MOTORS,"$20,750","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,,,,,,
18,2013,INFINITI G37 4X2 JOURNEY,38649,JN1CV6AP2DM719216,,,,,INFINITI OF MONTCLAIR,"$18,250","9440 Autoplex Dr Montclair, CA 91763",(800) 536-8170,,,,
19,2013,INFINITI JX35 FWD,36226,5N1AL0MN7DC336925,,,,,INFINITI OF VAN NUYS,"$29,500","5455 Van Nuys Blvd Van Nuys, CA 91401",(866) 554-4870,,,,
20,2014,INFINITI Q50 4X2 V6,15687,JN1BV7AP1EM676149,JERSEY AUTO,"$21,750","5639 N Jersey Ave Chicago, IL 60659",(773) 588-2855,AUTONATION INFINITI TUSTIN,"$22,750","33 Auto Center Dr Tustin, CA 92782",714) 627-5556,,,,
,,,,,AUTONATION INFINITI TUSTIN,"$22,750","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,,,,,,
21,2012,INFINITI M37 4X2,42603,JN1BY1AP0CM332247,AUTONATION INFINITI TUSTIN,"$22,500","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,AUTONATION INFINITI TUSTIN,"$22,500","33 Auto Center Dr Tustin, CA 92782",714) 627-5556,,,,
,,,,,CREST NISSAN OF FRISCO,"$22,250","6600 State Hwy 121 Frisco, TX 75034",(855) 978-7941,,,,,,,,
,,,,,PERRY INFINITI,"$21,500","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,,,,,
22,2013,INFINITI G37 AWD X,51700,JN1CV6AR5DM750428,,,,,INFINITI OF VAN NUYS,"$19,750","5455 Van Nuys Blvd Van Nuys, CA 91401",(866) 554-4870,,,,
23,2014,INFINITI Q50 4X2 V6,18074,JN1BV7APXEM674495,STADIUM AUTO CALIFORNIA,"$21,500","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,STADIUM AUTO CALIFORNIA,"$21,500","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,
,,,,,JERSEY AUTO,"$20,500","5639 N Jersey Ave Chicago, IL 60659",(773) 588-2855,,,,,,,,
24,2013,INFINITI G37 4X2 JOURNEY,21560,JN1CV6AP5DM300888,AUSTIN INFINITI INC,"$22,750","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,AUSTIN INFINITI INC,"$22,750","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,
25,2013,INFINITI JX35 AWD,31662,5N1AL0MM6DC316379,NIELLO INFINITI,"$31,750","1001 Burnett Ave Concord, CA 94520",(925) 676-0200,SACRAMENTO INFINITI INC,"$32,500","800 Automall Dr Roseville, CA 95661",(916) 969-4000,,,,
26,2013,INFINITI G37 4X2 JOURNEY,26312,JN1CV6APXDM714278,JERSEY AUTO,"$18,500","5639 N Jersey Ave Chicago, IL 60659",(773) 588-2855,AUSTIN INFINITI INC,"$20,250","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,
,,,,,AUSTIN INFINITI INC,"$20,250","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,,,,,
,,,,,CARSMITH MOTORS,"$19,250","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,,,,,,
,,,,,DRIVERS WAY LLC,"$20,000","100 Driver's Way Pelham, AL 35124", (866) 828-1900,,,,,,,,
27,2014,INFINITI Q50 4X2 V6,23366,JN1BV7AP3EM688576,STADIUM AUTO CALIFORNIA,"$21,500","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,STADIUM AUTO CALIFORNIA,"$21,500","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,
28,2013,INFINITI G37 4X2 JOURNEY,25500,JN1CV6EK1DM920071,AUSTIN INFINITI INC,"$22,250","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,VALENCA INFINITI,"$23,500",,,,,,
,,,,,VALENCA INFINITI,"$23,500","24055 Magic Mountain Pkwy Valencia, CA 91355","(888) 838-3806
",,,,,,,,
,,,,,PERRY INFINITI,"$23,000","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,"24055 Magic Mountain Pkwy Valencia, CA 91355","(888) 838-3806
",,,,
29,2013,INFINITI G37 4X2 JOURNEY,23987,JN1CV6AP7DM304005,INFINITI OF RIVERSIDE,"$21,750","3040 Adams St Riverside, CA 92504",(951) 373-5200,AUSTIN INFINITI INC,"$23,000",,,,,,
,,,,,INFINITI OF OXNARD,"$22,250","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,,,,,
,,,,,AUSTIN INFINITI INC,"$23,000","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,"8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,
30,2014,INFINITI Q50 4X2 V6,38744,JN1BV7AP5EM676168,PARK PLACE INFINITI,"$20,500","5555 W Sahara Ave Las Vegas, NV 89146",(702) 252-8100,PARK PLACE INFINITI,"$20,500","5555 W Sahara Ave Las Vegas, NV 89146",(702) 252-8100,,,,
31,2013,INFINITI G37 4X2 JOURNEY,16550,JN1CV6AP2DM718177,CARSMITH MOTORS,"$22,250","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,AUSTIN INFINITI INC,"$23,500","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,
,,,,,AUSTIN INFINITI INC,"$23,500","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,,,,,
,,,,,SEWELL INFINITI,"$21,000","5135 Bryant Irvin Road, Fort Worth, TX 76132",(817) 439-7990,,,,,,,,
32,2013,INFINITI G37 4X2 JOURNEY,41092,JN1CV6AP8DM712495,INFINITI OF OXNARD,"$19,500","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,INFINITI OF OXNARD,"$19,500","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,
33,2013,INFINITI JX35 AWD,38442,5N1AL0MM9DC310012,,,,,FRONTIER INFINITI,"$27,500",,,,,,
34,2015,INFINITI Q60 4X2,6246,JN1CV6FEXFM810051,INFINITI OF GWINNETT,"$39,000","3090 Satellite Blvd Duluth, GA 30096",(678) 534-7471,INFINITI OF MISSION VIEJO,"$39,250","28471 Marguerite Pkwy Mission Viejo, CA 92692",(949) 916-4200,,,,
35,2014,INFINITI Q50 4X2 V6 PREMIUM,16935,JN1AV7AP8EM690884,JIM BONE NISSAN OF SANTA ROSA,"$26,000","1275 Santa Rosa Ave Santa Rosa, CA 95404",(707) 545-7050,INFINITI OF MISSION VIEJO,"$28,000","28471 Marguerite Pkwy Mission Viejo, CA 92692",(949) 916-4200,,,,
36,2013,INFINITI G37 4X2 JOURNEY,27426,JN1CV6AP6DM304996,JERSEY AUTO,"$18,750","5639 N Jersey Ave Chicago, IL 60659",(773) 588-2855,JIM BONE NISSAN OF SANTA ROSA,"$21,750",,,,,,
,,,,,JIM BONE NISSAN OF SANTA ROSA,"$21,750","1275 Santa Rosa Ave Santa Rosa, CA 95404",(707) 545-7050,,,"1275 Santa Rosa Ave Santa Rosa, CA 95404",(707) 545-7050,,,,
37,2013,INFINITI G37 4X2 JOURNEY,29690,JN1CV6EK8DM900660,VALENCA INFINITI,"$24,500","24055 Magic Mountain Pkwy Valencia, CA 91355",(888) 838-3806,VALENCA INFINITI,"$24,500",,,,,,
,,,,,CARSMITH MOTORS,"$24,000","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,"24055 Magic Mountain Pkwy Valencia, CA 91355",(888) 838-3806,,,,
38,2013,INFINITI FX37 AWD LIMITED,30093,JN8CS1MW5DM172927,SEWELL INFINITI,"$30,250","5135 Bryant Irvin Road, Fort Worth, TX 76132",(817) 439-7990,NIELLO INFINITI,"$33,500","1001 Burnett Ave Concord, CA 94520",(925) 676-0200,,,,
,,,,,VALENCA INFINITI,"$28,750","24055 Magic Mountain Pkwy Valencia, CA 91355",(888) 838-3806,,,,,,,,
,,,,,AUTONATION INFINITI SOUTH BAY,"$28,500","3233 Pacific Coast Hwy Torrance, CA 90505",(424) 245-0985,,,,,,,,
,,,,,TIM DAHLE INFINITI,"$29,250","4594 S State St Salt Lake City, UT 84107",(801) 262-5500,,,,,,,,
,,,,,NIELLO INFINITI,"$33,500","1001 Burnett Ave Concord, CA 94520",(925) 676-0200,,,,,,,,
,,,,,AUSTIN INFINITI INC,"$31,750","8140 Burnet Rd Austin, TX 78757",(512) 220-0920,,,,,,,,
39,2013,INFINITI G37 4X2 JOURNEY,20257,JN1CV6AP9DM304510,JERSEY AUTO,"$19,500","5639 N Jersey Ave Chicago, IL 60659",(773) 588-2855,UNIVERSAL CITY NISSAN INC,"$20,250","3550 Cahuenga Blvd West Los Angeles, CA 90068",(866) 612-9413,,,,
,,,,,CARSMITH MOTORS,"$19,250","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,,,,,,
40,2012,INFINITI G25 4X2 JOURNEY,31101,JN1DV6AP7CM701622,CREST NISSAN OF FRISCO,"$16,000","6600 State Hwy 121 Frisco, TX 75034",(855) 978-7941,ORANGE COST INFINITI,"$16,250","15550 Beach Blvd Westminster, CA 92683",(877) 908-8811,,,,
41,2012,INFINITI M37 4X2,32767,JN1BY1AP8CM334814,AUTONATION INFINITI TUSTIN,"$24,250","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,AUTONATION INFINITI TUSTIN,"$24,250","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,,
,,,,,PERRY INFINITI,"$24,000","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,,,,,
42,2013,INFINITI G37 4X2 BASE,25746,JN1CV6FE1DM771704,,,,,CARMAX # 7129,"$27,250","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
43,2012,INFINITI G37 4X2 JOURNEY,27951,JN1CV6EK4CM423188,INFINITI OF RIVERSIDE,"$20,000","3040 Adams St Riverside, CA 92504",(951) 373-5200,PERRY INFINITI,"$20,500",,,,,,
,,,,,PERRY INFINITI,"$20,500","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,"855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,
44,2012,INFINITI EX35 4X2 JOURNEY,8755,JN1AJ0HP1CM401205,VALENCA INFINITI,"$26,000","24055 Magic Mountain Pkwy Valencia, CA 91355",(888) 838-3806,PERRY INFINITI,"$26,750",,,,,,
,,,,,NISSAN OF MARIN,"$26,500","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,,,,,
,,,,,PERRY INFINITI,"$26,750","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,"855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,
45,2014,INFINITI Q50 4X2 V6 SPORT,26106,JN1BV7AP3EM684348,SC CAR ZONE,"$28,250","2901 Harbor Blvd Costa Mesa, CA 92626",(866) 656-7198,SC CAR ZONE,"$28,250","2901 Harbor Blvd Costa Mesa, CA 92626",(866) 656-7198,,,,
,,,,,AUTONATION INFINITI TUSTIN,"$28,000","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,,,,,,
,,,,,DRIVERSELECT,"$27,250","13615 N Central Expy Dallas, TX 75243",(888) 869-7125,,,,,,,,
46,2013,INFINITI G37 4X2 JOURNEY,31996,JN1CV6EK2DM923612,INFINITI OF OXNARD,"$24,000","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,INFINITI OF OXNARD,"$24,000",,,,,,
,,,,,CARSMITH MOTORS,"$22,500","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,"1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,
47,2013,INFINITI G37 4X2 JOURNEY,15205,JN1CV6AP9DM715857,INFINITI OF RIVERSIDE,"$21,000","3040 Adams St Riverside, CA 92504",(951) 373-5200,INFINITI OF OXNARD,"$23,250",,,,,,
,,,,,NISSAN OF MARIN,"$21,500","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,,,,,
,,,,,INFINITI OF OXNARD,"$23,250","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,,,,,
,,,,,CARSMITH MOTORS,"$22,500","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,"1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,
48,2013,INFINITI JX35 AWD,38240,5N1AL0MM2DC336113,,,,,SACRAMENTO INFINITI INC,"$29,250","800 Automall Dr Roseville, CA 95661",(916) 969-4000,,,,
49,2014,NISSAN GT-R,62,JN1AR5EG0EM110160,ATLANTA BEST USED CARS LLC,"$76,000","5141 Buford Hwy, Norcross, GA 30071",866-631-8725,,,,,,,,
,,,,,NISSAN OF MARIN,"$77,000","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,,,,,
50,2013,INFINITI G37 4X2 JOURNEY,33035,JN1CV6AP1DM716095,PERRY INFINITI,"$18,750","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,CARMAX # 7129,"$19,750","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
51,2014,INFINITI Q50 4X2 V6,17855,JN1BV7AP0EM678961,,,,,METRO INFINITI,"$24,750","821 E Central Ave Monrovia, CA 91016",(626) 303-1000,,,,
52,2013,INFINITI G37 4X2 JOURNEY,30827,JN1CV6EK6DM900916,SEWELL INFINITI,"$21,000","5135 Bryant Irvin Road, Fort Worth, TX 76132",(817) 439-7990,HOEHN INFINITI,"$23,250","5245 Car Country Dr Carlsbad, CA 92008",(760) 431-3100,,,,
,,,,,MOSSY NISSAN ESCONDIDO,"$23,000","1546 Auto Park Way Escondido, CA 92029",(866) 286-0088,,,,,,,,
,,,,,INFINITI OF RIVERSIDE,"$22,250","3040 Adams St Riverside, CA 92504",(951) 373-5200,,,,,,,,
53,2013,INFINITI G37 4X2 JOURNEY,45754,JN1CV6EK3DM921545,CARSMITH MOTORS,"$22,250","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,CARSMITH MOTORS,"$22,250",,,,,,
,,,,,INFINITI OF OXNARD,"$22,000","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,"48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,,
54,2013,INFINITI JX35 AWD,28019,5N1AL0MM3DC311141,,,,,INFINITI OF VAN NUYS,"$31,750","5455 Van Nuys Blvd Van Nuys, CA 91401",(866) 554-4870,,,,
55,2013,INFINITI G37 4X2 JOURNEY,30004,JN1CV6AP3DM710492,SEWELL INFINITI,"$19,250","5135 Bryant Irvin Road, Fort Worth, TX 76132",(817) 439-7990,DRIVERS WAY LLC,"$19,750",,,,,,
,,,,,DRIVERS WAY LLC,"$19,750","100 Driver's Way Pelham, AL 35124", (866) 828-1900,,,"100 Driver's Way Pelham, AL 35124", (866) 828-1900,,,,
56,2014,INFINITI Q50 AWD V6,16583,JN1BV7ARXEM695719,ATLANTA LUXURY MOTORS,"$23,000","2520 Pleasant Hill Rd Duluth, GA 30096",(678) 684-4444,ATLANTA LUXURY MOTORS,"$23,000","2520 Pleasant Hill Rd Duluth, GA 30096",(678) 684-4444,,,,
57,2012,INFINITI M37 4X2,39880,JN1BY1AP9CM334515,AUTONATION INFINITI TUSTIN,"$23,000","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,INFINITI OF MONTCLAIR,"$23,750","9440 Autoplex Dr Montclair, CA 91763",(800) 536-8170,,,,
,,,,,PERRY INFINITI,"$23,500","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,,,,,
58,2013,INFINITI G37 4X2 JOURNEY,19859,JN1CV6AP9DM303969,CARSMITH MOTORS,"$20,750","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,INFINITI OF PEORIA,"$21,250","9167 W Bell Rd Peoria, AZ 85382",(623) 455-6914,,,,
59,2014,INFINITI Q50 4X2 V6 PREMIUM,27414,JN1AV7AP6EM690253,,,,,INFINITI OF VAN NUYS,"$26,000","5455 Van Nuys Blvd Van Nuys, CA 91401",(866) 554-4870,,,,
60,2013,INFINITI G37 4X2 JOURNEY,21506,JN1CV6APXDM722851,INFINITI OF RIVERSIDE,"$21,250","3040 Adams St Riverside, CA 92504",(951) 373-5200,INFINITI OF PEORIA,"$22,250","9167 W Bell Rd Peoria, AZ 85382",(623) 455-6914,,,,
61,2013,INFINITI G37 4X2 JOURNEY,22108,JN1CV6AP9DM714496,INFINITI OF RIVERSIDE,"$20,250","3040 Adams St Riverside, CA 92504",(951) 373-5200,NISSAN OF MARIN,"$21,000","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,
,,,,,NISSAN OF MARIN,"$21,000","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,,,,,
62,2013,INFINITI JX35 AWD,26580,5N1AL0MM2DC319313,SEWELL INFINITI,"$28,500","5135 Bryant Irvin Road, Fort Worth, TX 76132",(817) 439-7990,SACRAMENTO INFINITI INC,"$31,750","800 Automall Dr Roseville, CA 95661",(916) 969-4000,,,,
,,,,,INFINITI OF OXNARD,"$31,500","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,,,,,
63,2014,INFINITI Q50 4X2 V6,7455,JN1BV7AP8EM685477,,,,,INFINITI OF MISSION VIEJO,"$23,000","28471 Marguerite Pkwy Mission Viejo, CA 92692",(949) 916-4200,,,,
64,2013,INFINITI G37 4X2 JOURNEY,29027,JN1CV6AP9DM714224,SEWELL INFINITI,"$21,500","5135 Bryant Irvin Road, Fort Worth, TX 76132",(817) 439-7990,INFINITI OF OXNARD,"$23,750",,,,,,
,,,,,CARSMITH MOTORS,"$22,500","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,,,,,,
,,,,,INFINITI OF OXNARD,"$23,750","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,"1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,
65,2014,INFINITI Q50 4X2 V6,13521,JN1BV7AP6EM684148,,,,,METRO INFINITI INC,"$25,000","821 E Central Ave Monrovia, CA 91016",(626) 303-1000,,,,
66,2013,INFINITI G37 4X2 JOURNEY,12204,JN1CV6AP1DM723709,INFINITI OF RIVERSIDE,"$20,500","3040 Adams St Riverside, CA 92504",(951) 373-5200,PERRY INFINITI,"$21,750",,,,,,
,,,,,NISSAN OF MARIN,"$21,250","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,,,,,
,,,,,CARSMITH MOTORS,"$20,750","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,,,,,,
,,,,,PERRY INFINITI,"$21,750","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,"855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,
67,2013,INFINITI G37 4X2 JOURNEY,11546,JN1CV6AP6DM724287,INFINITI OF RIVERSIDE,"$23,000","3040 Adams St Riverside, CA 92504",(951) 373-5200,INFINITI OF RIVERSIDE,"$23,000","3040 Adams St Riverside, CA 92504",(951) 373-5200,,,,
,,,,,INFINITI OF OXNARD,"$22,000","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,,,,,
