S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
,,,,,LOTUS AUTO SALES,"$10,500 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
20,2007,LEXUS IS 350,116253,JTHBE262872007239,LOTUS AUTO SALES,"$10,300 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
21,2007,HONDA CR-V 4X4 EX-L,73763,JHLRE48767C117272,PRECISION,"$12,500 ",,,ROYS AUTO CENTER,"$12,750 ","505 Broadway St Eureka, CA 95501","
 (707) 443-3008",,,,
22,2005,BMW 325CI,47269,WBABV13405JT23638,FALLBROOK MOTORS INC,"$8,500 ","213 W Elder St Fallbrook, CA 92028",(760) 728-7100,ONLINE AUTOMOTIVE GROUP LLC,"$8,800 ","23910 N 19th Ave Ste 22 Phoenix, AZ 85085",(623) 581-3060,,,,
,,,,,SMART AUTO,"$8,750 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,,,,,,,,
,,,,,VOLKSWAGEN OF PUYALLUP,"$8,000 ","820 River Rd Puyallup, WA 98371
",(253) 200-1061,,,,,,,,
23,2009,HONDA CIVIC SI,76327,2HGFA55599H705785,,,,,VALPARAISO MOTORS INC,"$11,000 ","11203 Garvey Ave El Monte, CA 91733",(626) 401-9577,,,,
24,2009,TOYOTA CAMRY 4C LE,55272,4T4BE46K99R084577,AUTONATION DIRECT,"$8,750 ","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,FAMILY AUTO SALES,"$9,250 ","933 S Western Ave Los Angeles, CA 90006",(213) 507-8432,,,,
,,,,,FAMILY AUTO SALES,"$9,250 ","933 S Western Ave Los Angeles, CA 90006",(213) 507-8432,,,,,,,,
,,,,,MCCARTHY WHOLESALE,"$9,500 ",877-579-4781,877-579-4781,,,,,,,,
25,2011,MERCEDES C300W,52282,WDDGF5EB3BR184097,,,,,RIVERSIDE PREMIER MOTORS,"$15,000 ","247 W La Cadena Dr Riverside, CA 92501",(951) 394-3552,,,,
26,2011,HYUNDAI SANTA FE FWD 4C GLS,77059,5XYZG3AB1BG021750,,,,,GANAS AUTO ,"$10,400 ",7973 Indiana Ave RiversideCA92504-4058,(951) 785 0559,,,,
27,2014,HONDA CIVIC,31297,19XFB2F59EE242027,RIVERSIDE PREMIER MOTORS,"$11,500 ","247 W La Cadena Dr Riverside, CA 92501",(951) 394-3552,NELSON HONDA,"$11,600 ","3464 N Peck Rd El Monte, CA 91731",(888) 481-7076,,,,
,,,,,LOTUS AUTO SALES,"$11,000 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
28,2009,DODGE RAM 2500 4X4 MG,59916,3D7KS29L79G553903,TRUCKSNTOYZ,"$33,000 ","4670 Central Way,Fairfield, CA 94534",(707) 864-1090,PASO ROBLES FORD LINCOLN MERCURY,"$34,000 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,
29,2008,HONDA CIVIC SI,75378,2HGFA55558H712702,SMART AUTO,"$10,000 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,PREMIER AUTO SALES,"$11,900 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
30,2014,JEEP COMPASS FWD 4C,41826,1C4NJCBA0ED777384,,,,,PANDA MOTORS INC,"$10,000 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900,,,,
31,2013,AUDI S4 PRESTIGE,34489,WAUKGAFL5DA063068,AUTOMOTIVE IMPORTS,"$33,500 ",NOT APPLICABLE,NOT APPLICABLE,TIM DAHLE NISSAN ,"$33,750 ","4528 S State St Murray, UT 84107",801) 290-0250,,,,
,,,,,DEFINITIVE MOTORS,"$33,000 ","203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,,,,,,,,
32,2013,FIAT 500 POP,22147,3C3CFFDR1DT678051,,,,,J STAR FIAT & MASERATI OF ANAHEIM HILLS,"$7,500 ","8200 Crystal Dr Anaheim, CA 92807",(866) 325-6875,,,,
33,2013,TOYOTA TUNDRA 4X2 V8,55619,5TFRY5F1XDX133391,CAR AVE,"$21,500 ","1710 N Blackstone Ave,Fresno, CA 93703",559-237-6600,CAR AVE,"$21,500 ","1710 N Blackstone Ave,Fresno, CA 93703",559-237-6600,,,,
34,2010,CADILLAC SRX FWD V6 LUXURY,76307,3GYFNAEY2AS501783,PRESTIGE AUTOS,"$14,750 ","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,PRESTIGE AUTOS,"$14,750 ","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,,,,
35,2009,NISSAN ALTIMA 4C 2.5 S,99826,1N4AL21E19N429199,WEST SIDE AUTO SALES & LEASING,"$5,200 ",N/A,N/A,CARMAX # 7195,"$7,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
,,,,,DRIVETIME,"$6,750 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,,,,,
36,2008,CHEVROLET IMPALA V6 LT,120987,2G1WT58K189273317,AUTO RESOURCES INC,"$3,500 ","200 West Main Street Merced, CA 95340",209-383-4990,PM AUTO SALES,"$3,800 ",,,,,,
37,2007,NISSAN MURANO FWD SL,116553,JN8AZ08T97W525417,AUTO RESOURCES INC,"$6,000 ","200 West Main Street Merced, CA 95340",209-383-4990,CARMAX # 7195,"$9,100 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
38,2004,MERCEDES SL500R,107386,WDBSK75F64F074081,,,,,PRESTIGE AUTOS,"$9,750 ","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,,,,
39,2011,BMW 335D 335D,87507,WBAPN7C58BA779559,PRESTIGE AUTOS,"$13,600 ","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,,,,,PRESTIGE AUTOS,"$13,600 ","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500
40,2011,JEEP CHEROKEE 4X4 V6 LAREDO,113939,1J4RR4GG0BC546347,AUTO RESOURCES INC,"$13,250 ","200 West Main Street Merced, CA 95340",209-383-4990,,,,,,,,
41,2013,NISSAN ROGUE AWD SL,24201,JN8AS5MV2DW112789,,,,,TIM DAHLE NISSAN ,"$16,700 ","4528 S State St Murray, UT 84107",801) 290-0250,,,,
42,2011,NISSAN MURANO FWD S,67931,JN8AZ1MU1BW054411,,,,,LA PLAYITA AUTO SALES INC,"$11,600 ","2955 E Firestone Blvd South Gate, CA 90280",(323) 566-4846,,,,
43,2012,NISSAN FRONTIER 4X2 CR SV,42468,1N6AD0FR0CC466963,,,,,CERRITOS NISSAN,"$16,800 ","18707 Studebaker Rd Cerritos, CA 90703",(562) 219-2788,,,,
44,2010,MERCEDES E350W,37498,WDDHF5GB2AA239654,,,,,JACKPOT AUTO SALES,"$18,700 ","14791-14795 Newland St Midway City, CA 92655",(714) 493-3149,,,,
45,2010,HONDA PILOT FWD,89678,5FNYF3H44AB019115,DRIVETIME,"$13,000 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,JUSTBETTERCARS COM INC,"$13,750 ","901 Riverside Ave Roseville, CA 95678","(916) 782-4445
",,,,
,,,,,AUTO RESOURCES INC,"$12,750 ","200 West Main Street Merced, CA 95340",209-383-4990,,,,,,,,
,,,,,AUTO PLAZA,"$13,500 ","798 S 1st St San Jose, CA 95113",(408) 288-6266,,,,,,,,
46,2013,HONDA CROSSTR FWD 4C EX-L,24326,5J6TF3H51DL002318,,,,,CARMAX # 7195,"$18,800 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
47,2013,VOLKSWAGEN BEETLE 5C,16259,3VWHP7AT3DM673199,CERTIFIED IMPORT AUTO,"$10,750 ","620 S Atlantic Blvd Los Angeles, CA 90022",(323) 780-8000,CERTIFIED IMPORT AUTO,"$10,750 ","620 S Atlantic Blvd Los Angeles, CA 90022",(323) 780-8000,,,,
48,2012,JEEP PATRIOT FWD 4C LATITUDE,41872,1C4NJPFB4CD687694,,,,,CARMAX # 7195,"$10,800 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
49,2013,HONDA PILOT FWD LX,28474,5FNYF3H23DB006973,,,,,CARMAX # 7195,"$20,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
50,2013,LEXUS RX 350 FWD,47683,2T2ZK1BAXDC088575,,,,,CERTIFIED BENZ & BEEMER,"$26,000 ","6725 E McDowell Rd Scottsdale, AZ 85257",(888) 553-7071,,,,
51,2015,SUBARU WRX,13572,JF1VA1G68F9811073,,,,,ST MINA AUTO SALES,"$26,250 ","4963 Holt Blvd Montclair, CA 91763",(949) 290-4499,,,,
52,2013,HONDA ODYSSEY EX-L,52836,5FNRL5H66DB022029,,,,,TIM DAHLE NISSAN ,"$21,500 ","4528 S State St Murray, UT 84107",(801) 290-0250,,,,
53,2011,ACURA MDX TECH PKG,32542,2HNYD2H61BH533236,VOLKSWAGEN OF PUYALLUP,"$26,750 ","820 River Rd Puyallup, WA 98371
",(253) 200-1061,ACURA OF PORTLAND,"$27,000 ",N/A,N/A,,,,
,,,,,COX AUTOMOTIVE VEHICLE,"$26,000 ",NA,NA,,,,,,,,
54,2010,FORD MUSTANG V6 CNV,52308,1ZVBP8EN3A5175819,NORTHWEST AUTO BUYERS,"$9,500 ","2851 Redwood Rd, West Valley City, UT 84119,",+1 866-735-5669,,,,,NORTHWEST AUTO BUYERS,"$9,500 ","2851 Redwood Rd, West Valley City, UT 84119,",+1 866-735-5669
55,2010,HONDA CIVIC EX,93191,19XFA1F87AE007501,LINK SALES AND LEASING INC,"$7,900 ",NA,NA,FIRESIDE AUTOSALES,"$8,000 ","10313 San Fernando Rd, Pacoima, CA 91331",(818) 485-5418,,,,
,,,,,FIRESIDE AUTOSALES,"$8,000 ","10313 San Fernando Rd, Pacoima, CA 91331",(818) 485-5418,,,,,,,,
56,2013,CADILLAC ESCAL ESV 4X2 LUXURY,57588,1GYS3HEF2DR256647,,,,,,,,,HYUNDAI OF ESCONDIDO,"$35,750 ","1919 Auto Park Way Escondido, CA 92029",(760) 294-2300
57,2010,INFINITI QX56 4X4,44680,5N3ZA0NE7AN902032,AUTO GALLERY,"$29,500 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,CARMAX # 7195,"$30,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
58,2011,ACURA MDX TECH PKG,29917,2HNYD2H65BH533708,VOLKSWAGEN OF PUYALLUP,"$28,000 ","820 River Rd Puyallup, WA 98371
",(253) 200-1061,ONLINE AUTOMOTIVE GROUP LLC,"$28,750 ","23910 N 19th Ave Ste 22 Phoenix, AZ 85085",(623) 581-3060,,,,
,,,,,ONLINE AUTOMOTIVE GROUP LLC,"$28,750 ","23910 N 19th Ave Ste 22 Phoenix, AZ 85085",(623) 581-3060,,,,,,,,
59,2011,CHEVROLET CAMARO V6 2LT,8868,2G1FC3DD3B9177305,FIVE STAR AUTO DIRECT LLC,"$18,700 ","492 W 1200 N Springville, UT 84663",(801) 802-7827,,,,,PACIFIC AUTO CENTER,"$18,900 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100
,,,,,CERRITOS MITSUBISHI,"$18,800 ","10944 South St Cerritos, CA 90703",(562) 494-0187,,,,,,,,
60,2013,NISSAN GT-R PREMIUM,12720,JN1AR5EF3DM261015,CERRITOS MITSUBISHI,"$63,250 ","10944 South St Cerritos, CA 90703",(562) 494-0187,AUTOMOTIVE IMPORTS,"$63,750 ",NOT APPLICABLE,NOT APPLICABLE,,,,
,,,,,AUTOMOTIVE IMPORTS,"$63,750 ",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
,,,,,EMPEROR MOTORS LLC,"$63,000 ","43054 Christy St Fremont, CA 94538",(510) 353-0888,,,,,,,,
61,2013,KIA OPTIMA EX,35278,5XXGN4A75DG103471,VICTORVILLE MITSUBISHI,"$13,000 ","15529 Ramona Ave Victorville, CA 92392",(888) 871-3191,CAR OR FINANCE AUTO,"$13,250 ",NA,NA,,,,
62,2013,CHEVROLET CAMARO V8 SS,9477,2G1FJ1EJ6D9169829,WHOLESALE AUTO PLAZA,"$25,250 ","3710 Stevens Creek Blvd Ste C San Jose, CA 95117",(408) 931-6151,WHOLESALE AUTO PLAZA,"$25,250 ","3710 Stevens Creek Blvd Ste C San Jose, CA 95117",(408) 931-6151,,,,
,,,,,TIGGYS AUTO GROUP,"$23,500 ","4730 Firestone Blvd South Gate, CA 90280",(323) 566-0133,,,,,,,,
,,,,,COURTESY CHEVROLET CENTER,"$24,000 ","750 Camino Del Rio N San Diego, CA 92108",(619) 297-4340,,,,,,,,
63,2004,CHEVROLET 3500 CB/CH 4X2 CB/CH,72800,1GBJC34U44E356166,VICTORVILLE MITSUBISHI,"$12,000 ","15529 Ramona Ave Victorville, CA 92392",(888) 871-3191,HINTON CHEVROLET BUICK INC,"$14,000 ","8139 Guide Meridian Rd Lynden, WA 98264",(360) 354-2129,,,,
,,,,,HINTON CHEVROLET BUICK INC,"$14,000 ","8139 Guide Meridian Rd Lynden, WA 98264",(360) 354-2129,,,,,,,,
,,,,,PASO ROBLES FORD LINCOLN MERCURY,"$13,750 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,,,,,
64,2010,CHEVROLET 1500 SLV 4X4 EX LT,81568,1GCSKSE36AZ156235,GRAND AUTOLAND,"$16,500 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,,,,,VICTORVILLE MITSUBISHI,"$17,500 ","15529 Ramona Ave Victorville, CA 92392",(888) 871-3191
,,,,,VICTORVILLE MITSUBISHI,"$17,500 ","15529 Ramona Ave Victorville, CA 92392",(888) 871-3191,,,,,,,,
65,2008,LEXUS GS 350 4X2,80464,JTHBE96S380032782,BALLERS,"$15,500 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
,,,,,CASTLE AUTO GROUP,"$14,750 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,,,,,,,,
66,2003,INFINITI G35,83038,JNKCV54EX3M224096,BALLERS,"$8,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,AUTO PROZ,"$9,250 ","920 El Cajon Blvd,El Cajon, CA 92020",(619) 440-3000,,,,
,,,,,AUTO PROZ,"$9,250 ","920 El Cajon Blvd,El Cajon, CA 92020",(619) 440-3000,,,,,,,,
67,2006,MERCEDES E500W,110723,WDBUF70J46A953586,CASTLE AUTO GROUP,"$6,250 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,,,,,,,,
,,,,,CARS R US LLC,"$5,250 ","7401 S Tacoma Way Tacoma, WA 98409",(253) 474-1100,,,,,,,,
,,,,,VICTORVILLE MITSUBISHI,"$7,000 ","15529 Ramona Ave Victorville, CA 92392",(888) 871-3191,,,,,,,,
68,2012,CHEVROLET VOLT,30161,1G1RF6E46CU127636,GREEN EYED MOTORS,"$14,250 ","2907 55th St, Boulder, CO 80301",888-564-3686,GREEN EYED MOTORS,"$14,250 ","2907 55th St Boulder, CO 80301",(720) 310-5095,,,,
69,2009,ACURA TSX FWD,90336,JH4CU26669C008042,DRIVETIME,"$11,250 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,PREMIER AUTO SALES,"$11,600 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
,,,,,FIRESIDE AUTOSALES,"$10,000 ","10313 San Fernando Rd, Pacoima, CA 91331",(818) 485-5418,,,,,,,,
,,,,,AUTO PLAZA,"$11,500 ","798 S 1st St San Jose, CA 95113",(408) 288-6266,,,,,,,,
70,2012,LEXUS LS 460 4X2 L,71064,JTHGL5EFXC5045131,,,,,,,,,PREMIER AUTO SALES,"$17,000 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234
71,2006,BMW 325I,72744,WBAVB13516PT19000,,,,,RIVERSIDE PREMIER MOTORS,"$7,800 ","247 W La Cadena Dr Riverside, CA 92501",(951) 394-3552,,,,
72,2008,NISSAN 350Z TOURING,74219,JN1BZ34DX8M700208,,,,,LOTUS AUTO SALES,"$13,000 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,
73,2009,NISSAN FRNTR 4X2 CR SE,100427,1N6AD07U59C406012,,,,,EXTREME MOTORS,"$13,000 ","7918 Raytheon Rd San Diego, CA 92111",(858) 531-7781,,,,
74,2009,INFINITI G37 4X2 JOURNEY,127696,JNKCV64EX9M603775,RIVERSIDE PREMIER MOTORS,"$11,250 ","247 W La Cadena Dr Riverside, CA 92501",(951) 394-3552,CAL AUTO OUTLET 4 CARS,"$11,500 ","2440 Elkhorn Blvd Rio Linda, CA 95673",(916) 238-6359,,,,
75,2006,HYUNDAI SONATA V6,97215,5NPEU46FX6H012133,DRIVETIME,"$4,600 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,CACTUS JACKS AUTOS,"$4,900 ",Not applicable,Not applicable,,,,
76,2006,TOYOTA SIENNA FWD XLE LTD,129547,5TDZA22C86S576593,,,,,ELITE MOTORS,"$7,900 ","6399 Mission St Daly City, CA 94014",(650) 992-0867,,,,
77,2003,FORD EXCURS 4X4 V8 LIMITED,63979,1FMSU43P23EC24063,CANYON AUTO SALES,"$23,250 ","3500 N 1st Ave Tucson, AZ 85719",(520) 293-3324,CANYON AUTO SALES,"$23,250 ","3500 N 1st Ave Tucson, AZ 85719",(520) 293-3324,,,,
,,,,,MILE HIGH CAR HELPER,"$23,000 ","1709 S Acoma Denver, CO 80223",(720) 328-4335,,,,,,,,
,,,,,PASO ROBLES FORD LINCOLN MERCURY,"$22,250 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,,,,,
78,2007,GMC ACADIA AWD SLT,106551,1GKEV33727J155143,SIERRA AUTO CENTER,"$11,500 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,EMOTORSWEST.COM SUPERSTORE IDAHO,"$11,750 ","5803 Cleveland Blvd, Caldwell, ID 83607",888-815-5211,,,,
,,,,,EMOTORSWEST.COM SUPERSTORE IDAHO,"$11,750 ","5803 Cleveland Blvd, Caldwell, ID 83607",888-815-5211,,,,,,,,
79,2014,CADILLAC CTS 4X2 4C,23687,1G6AP5SX3E0135863,,,,,ANAHEIM MITSUBISHI,"$24,000 ","1300 South Auto Center Dr Anaheim, CA 92806",(714) 533-2200,,,,
80,2008,LEXUS IS 250 4X2,95403,JTHBK262982078606,BALLERS,"$11,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,RIVERSIDE PREMIER MOTORS,"$12,000 ","247 W La Cadena Dr Riverside, CA 92501",(951) 394-3552,,,,
,,,,,RIVERSIDE PREMIER MOTORS,"$12,000 ","247 W La Cadena Dr Riverside, CA 92501",(951) 394-3552,,,,,,,,
81,2009,LEXUS GX 470,94098,JTJBT20X490174866,CASTLE AUTO GROUP,"$19,750 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,PEAK CARS INC,"$20,000 ","34 Quinns Rd Bozeman, MT 59718",(406) 570-7379,,,,
82,2007,TOYOTA TACOMA 4X2 DB PRERUNNER,98376,5TEJU62N27Z393904,SIERRA AUTO CENTER,"$17,250 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,JUSTBETTERCARS COM INC,"$18,000 ","901 Riverside Ave. Roseville, CA 95678","(916) 782-4445
",,,,
,,,,,CASTLE AUTO GROUP,"$17,500 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,,,,,,,,
83,2005,GMC YUKON 4X2 V8,103715,1GKEC13T35R231877,,,,,CARSTAR,"$10,000 ","6405 229th Ave SE Ste B Issaquah, WA 98029",(425) 392-0101,,,,
84,2008,JEEP CHEROKEE 4X4 V8 LIMITED,105677,1J8HR58288C217553,BALLERS,"$10,400 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,AUTO PLAZA,"$10,800 ","798 S 1st St San Jose, CA 95113",(408) 288-6266,,,,
,,,,,AUTO PLAZA,"$10,800 ","798 S 1st St San Jose, CA 95113",(408) 288-6266,,,,,,,,
85,2011,GMC ACADIA FWD SLT1,88100,1GKKRRED3BJ161412,,,,,PREMIER AUTO SALES,"$16,000 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
86,2008,FORD F150 4X4 CR LARIAT,110530,1FTPW14588FB89529,CENTRAL COAST CAR,"$16,750 ","750 Humbert Ave San Luis Obispo, CA 93401",,CAL AUTO OUTLET 4 CARS,"$17,500 ","2440 Elkhorn Blvd Rio Linda, CA 95673",(916) 238-6359,,,,
87,2009,HONDA PILOT 4X4 EX-L,134172,5FNYF485X9B003589,SIERRA AUTO CENTER,"$12,000 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,SIERRA AUTO CENTER,"$12,000 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,,,,
88,2008,CHEVROLET 2500 SLV 4X4 CR,60886,1GCHK23618F167405,PASO ROBLES FORD LINCOLN MERCURY,"$32,500 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,PACIFIC AUTO CENTER,"$33,250 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
89,2006,JEEP COMANDER 4X4 V8,128283,1J8HG48N26C366967,,,,,MAGIC AUTO CENTER OF RESEDA,"$6,500 ","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,,,,
