S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
,,,,,MARK MITSUBISHI,"$19,000","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,,,,,,,,
26,2014,HYUNDAI SONATA SE,16956,5NPEC4AC8EH826201,CARPISTRANO VOLKSWAGEN,"$14,250","32922 Valle Rd San Juan Capistrano, CA 92675",(866) 925-1603,LOTUS OF LAS VEGAS,"$15,250",NA,NA,,,,
,,,,,AUTONATION DIRECT,"$14,500","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,,,,,,,,
27,2015,KIA OPTIMA LX HYBRID,2879,KNAGM4AD7F5088744,,,,,CARMAX # 7129,"$17,000","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
28,2015,KIA FORTE LX,3619,KNAFK4A68F5344442,KIA OF VENTURA,"$12,400","6424 Auto Ctr Dr Ventura, CA 93003",(866) 629-3069,KIA OF VENTURA,"$12,400","6424 Auto Ctr Dr Ventura, CA 93003",(866) 629-3069,,,,
29,2013,KIA OPTIMA LX,42840,KNAGM4A70D5402032,KIA OF VENTURA,"$11,200","6424 Auto Ctr Dr Ventura, CA 93003",(866) 629-3069,GARDEN GROVE KIA,"$11,700","10081 Garden Grove Blvd Garden Grove, CA 92844",(888) 992-1839,,,,
30,2013,HYUNDAI SONATA GLS,33571,5NPEB4AC0DH628911,FAMILY AUTO SALES,"$11,200","933 S Western Ave Los Angeles, CA 90006",(213) 507-8432,HYUNDAI OF ESCONDIDO,"$11,300","1919 Auto Park Way Escondido, CA 92029",(760) 294-2300,,,,
31,2013,HYUNDAI GENESIS V8 5.0L RSPEC,62960,KMHGC4DH4DU220250,MARK MITSUBISHI,"$17,750","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,MARK MITSUBISHI,"$17,750","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,,,,
32,2016,HYUNDAI ELANTRA VALUE ED,4417,KMHDH4AE4GU492641,ED DENAS AUTO CENTER,"$15,400","1500 W. El Monte Way,Dinuba, CA 93618",(559) 697-3937,ED DENAS AUTO CENTER,"$15,400","1500 W. El Monte Way,Dinuba, CA 93618",(559) 697-3937,,,,
,,,,,ALLEN CADILLAC GMC,"$13,300",Not mentioned,(888) 392-1335,,,,,,,,
33,2012,HYUNDAI ACCENT GLS,56938,KMHCU4AE7CU186258,MY RIDE MOTORS LLC,"$7,700","3058 Clairemont Dr Ste 6 San Diego, CA 92117",(858) 442-5418,MY RIDE MOTORS LLC,"$7,700","3058 Clairemont Dr Ste 6 San Diego, CA 92117",(858) 442-5418,,,,
,,,,,R & D AUTO BROKERS,"$7,400","17301 Beach Blvd Ste 18 Huntington Beach, CA 92647",(800) 279-0169,,,,,,,,
34,2013,HYUNDAI AZERA,22017,KMHFH4JG4DA230366,FINDLAY HYUNDAI SABARU,"$18,250",NA,NA,CARMAX # 7129,"$18,500","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
35,2013,HYUNDAI SONATA LIMITED,33158,5NPEC4AC1DH634570,PRESTIGE AUTOS,"$15,000","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,PRESTIGE AUTOS,"$15,000","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,,,,
36,2013,KIA OPTIMA LX,15409,5XXGM4A71DG138057,CAPISTRANO VOLKSWAGEN,"$13,100","32922 Valle Rd San Juan Capistrano, CA 92675",(866) 925-1603,CAPISTRANO VOLKSWAGEN,"$13,100","32922 Valle Rd San Juan Capistrano, CA 92675",(866) 925-1603,,,,
,,,,,FINDLAY KIA,"$12,400","5325 W Sahara Ave Las Vegas, NV 89146",(725) 696-8200,,,,,,,,
37,2013,HYUNDAI ELANTRA GLS,37742,KMHDH4AE6DU668052,CAPISTRANO VOLKSWAGEN,"$9,900","32922 Valle Rd San Juan Capistrano, CA 92675",(866) 925-1603,CARMAX # 7129,"$10,000","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
38,2012,HYUNDAI ACCENT GS,61283,KMHCT5AE6CU022539,CAR 1234 INC,"$5,800","982 Broadway El Cajon, CA 92021",(619) 647-4841,CAR 1234 INC,"$5,800","982 Broadway El Cajon, CA 92021",(619) 647-4841,,,,
39,2013,HYUNDAI ELANTRA GLS,24257,5NPDH4AE6DH418759,AUTO EXPERTS OF UTAH LLC,"$9,800","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,,,,,,,,
40,2013,HYUNDAI VELOSTER,22102,KMHTC6AD4DU118300,AUTO EXPERTS OF UTAH LLC,"$10,900","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,AUTO EXPERTS OF UTAH LLC,"$10,900","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,,,,
41,2015,KIA OPTIMA LX,9863,KNAGM4A73F5586854,OC MOTORCARS,"$10,400","1805 Placentia Ave\ Costa Mesa, CA 92627",(949) 650-7833,AUTO EXPERTS OF UTAH LLC,"$11,900","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,,,,
,,,,,AUTO EXPERTS OF UTAH LLC,"$11,900","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,,,,,,,,
,,,,,AUTONET CONNECT,"$11,800",N/A,N/A,,,,,,,,
42,2013,HYUNDAI SONATA GLS,25608,5NPEB4AC9DH724942,AUTO EXPERTS OF UTAH LLC,"$10,500","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,AUTO EXPERTS OF UTAH LLC,"$10,500","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,,,,
43,2015,KIA OPTIMA LX,12527,KNAGM4A73F5576356,AUTO EXPERTS OF UTAH LLC,"$11,900","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,AUTO EXPERTS OF UTAH LLC,"$11,900","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,,,,
,,,,,AUTO MERCHANTS INC,"$11,400",NA,NA,,,,,,,,
,,,,,AUTONET CONNECT,"$11,800",N/A,N/A,,,,,,,,
44,2013,KIA OPTIMA LX,29649,5XXGM4A78DG137150,WORLDWIDE MOTORS,"$10,200","9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,GARDEN GROVE KIA,"$11,800","10081 Garden Grove Blvd Garden Grove, CA 92844",(888) 992-1839,,,,
45,2013,KIA RIO LX,13394,KNADM4A39D6292219,AUTONET CONNECT,"$6,500",N/A,N/A,CARMAX # 7129,"$7,000","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
46,2014,KIA OPTIMA LX,26418,KNAGM4A75E5523320,,,,,REPOSSESS AUTO,"$12,800","17025 Hawthorne Blvd Lawndale, CA 90260",(877) 589-7713,,,,
47,2013,HYUNDAI SONATA GLS,28256,5NPEB4AC6DH646944,FAMILY AUTO SALES,"$11,100","933 S Western Ave Los Angeles, CA 90006",(213) 507-8432,CARMAX # 7129,"$11,300","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
,,,,,ATLAS AUTOMOTIVE,"$11,200","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
48,2013,HYUNDAI ELANTRA GLS,17258,KMHDH4AE8DU965923,COSTA MESA NISSAN,"$10,900","2850 Harbor Blvd Costa Mesa, CA 92626",(714) 727-3930,CARMAX # 7129,"$11,400","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
49,2013,HYUNDAI SONATA SE,36255,5NPEC4AC5DH701879,,,,,CARMAX # 7129,"$12,200","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
50,2013,HYUNDAI SONATA GLS,50495,5NPEB4AC0DH641500,DRIVETIME,"$10,100","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,CARMAX # 7129,"$10,200","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
,,,,,BILL LUKE FIAT,"$9,600","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,,,,
51,2013,HYUNDAI SANTA FE FWD 4C SPORT,29338,5XYZW3LAXDG066633,,,,,CARMAX # 7129,"$19,200","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
52,2013,HYUNDAI SONATA GLS,35977,5NPEB4AC2DH659545,,,,,YUCCA VALLEY FORD CENTER,"$11,300","57927 29 Palms Hwy Yucca Valley, CA 92284",(760) 365-2353,,,,
53,2013,HYUNDAI TUCSON FWD 4C GLS,20000,KM8JU3AC1DU576841,AUSSIE AUTO INC,"$14,750",11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400,HYUNDAI OF ESCONDIDO,"$14,900","1919 Auto Park Way Escondido, CA 92029",(760) 294-2300,,,,
54,2014,HYUNDAI GENESIS V6 3.8L,10013,KMHGC4DD3EU260754,CARDINALEWAY VOLKSWAGEN,"$19,250","2603 Wardlow Rd Corona, CA 92882",(877) 938-6381,CARDINALEWAY VOLKSWAGEN,"$19,250","2603 Wardlow Rd Corona, CA 92882",(877) 938-6381,,,,
,,,,,BILL LUKE FIAT,"$19,000","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,,,,
55,2013,KIA OPTIMA HYBRID,11165,KNAGM4AD9D5054480,,,,,CARMAX # 7129,"$15,000","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
56,2014,KIA OPTIMA LX,31487,KNAGM4AD4E5068790,KIA OF VENTURA,"$14,000","6424 Auto Ctr Dr Ventura, CA 93003",(866) 629-3069,WHOLESALE INVESTMENTS INC,"$14,750","16161 Raymer St, Van Nuys, CA 91406","(818) 351-5457
",,,,
57,2013,HYUNDAI SONATA GLS,27039,5NPEB4AC0DH614300,,,,,CARMAX # 7129,"$10,700","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
58,2015,HYUNDAI ELANTRA SE,14917,KMHDH4AE4FU439470,,,,,CARMAX # 7129,"$12,200","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
59,2015,KIA OPTIMA SX TURBO,19975,5XXGR4A65FG422772,WILSON MOTOR NISSAN FORD LINCOLN MERCURY,"$20,500",NA,NA,WILSON MOTOR NISSAN FORD LINCOLN MERCURY,"$20,500",NA,NA,,,,
60,2013,HYUNDAI ELANTRA GLS,15552,5NPDH4AE9DH229958,BILL LUKE FIAT,"$10,500","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,CARMAX # 7129,"$10,600","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
61,2013,HYUNDAI SONATA GLS,27600,5NPEB4AC2DH657231,BILL LUKE FIAT,"$10,400","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,CARMAX # 7129,"$11,200","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
,,,,,RENO TAHOE AUTO GROUP,"$11,000","3355 Kietzke Ln. Reno, NV 89502",(775) 329-0303,,,,,,,,
62,2013,HYUNDAI SONATA GLS,45376,5NPEB4AC4DH645632,,,,,SPECTRUM MOTORS INC,"$10,400","1625 W 6th St Corona, CA 92882",(951) 270-0300,,,,
63,2013,HYUNDAI ELANTRA LIMITED,30711,5NPDH4AE6DH275814,,,,,TEMECULA HYUNDAI,"$12,900","27430 Ynez Road
Temecula, CA 92591",(951) 225-1075,,,,
64,2012,KIA FORTE SX,45551,KNAFW6A31C5640825,,,,,IMPERIO KIA OF SAN JUAN CAPISTRANO,"$10,000","33611 Camino Capistrano San Juan Capistrano, CA 92675",(949) 276-2000,,,,
65,2012,HYUNDAI GENESIS V6 3.8L,68823,KMHGC4DD9CU202029,CHEVROLET OF GLENDORA,"$14,500","1959 Auto Centre Dr Glendora, CA 91740",(909) 474-7364,WHOLESALE INVESTMENTS INC,"$14,600","16161 Raymer St, Van Nuys, CA 91406","(818) 351-5457
",,,,
66,2013,KIA FORTE EX,41985,KNAFU4A22D5719889,DRIVETIME,"$9,200","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,DRIVETIME,"$9,200","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
,,,,,RENO TAHOE AUTO GROUP,"$9,100","3355 Kietzke Ln. Reno, NV 89502",(775) 329-0303,,,,,,,,
67,2013,KIA OPTIMA EX,31919,KNAGM4AD1D5053436,,,,,GARDEN GROVE KIA,"$16,250","10081 Garden Grove Blvd Garden Grove, CA 92844",(888) 992-1839,,,,
68,2013,HYUNDAI VELOSTER,33514,KMHTC6AE7DU117859,SOUTHWEST AUTO GROUP LLC,"$11,700","10530 Windsor Ln Houston, TX 77031",(281) 564-6363,SOUTHWEST AUTO GROUP LLC,"$11,700","10530 Windsor Ln Houston, TX 77031",(281) 564-6363,,,,
,,,,,BILL LUKE FIAT,"$10,800","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,,,,
69,2013,HYUNDAI SONATA GLS,31679,5NPEB4AC3DH645007,,,,,CARMAX # 7129,"$10,900","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
70,2013,KIA OPTIMA LX,35576,5XXGM4A78DG243825,,,,,GARDEN GROVE KIA,"$11,700","10081 Garden Grove Blvd Garden Grove, CA 92844",(888) 992-1839,,,,
71,2013,HYUNDAI SONATA GLS,36625,5NPEB4AC0DH625815,BILL LUKE FIAT,"$10,300","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,TEAM KIA OF BEND,"$10,700","611 NE Purcell Blvd Bend, OR 97701",(541) 550-5555,,,,
72,2015,KIA SORENTO FWD 4C LX,31568,5XYKT3A63FG592016,BILL LUKE FIAT,"$14,250","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,GARDEN GROVE KIA,"$14,000","10081 Garden Grove Blvd Garden Grove, CA 92844",(888) 992-1839,,,,
73,2015,KIA OPTIMA SX LIMITED,9528,5XXGR4A61FG436846,,,,,CARMAX # 7129,"$23,250","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
74,2013,HYUNDAI SONATA GLS,22392,5NPEB4AC8DH605750,CARDINALE GMC TRUCK,"$10,600","2 Heitzinger Plaza Seaside, CA 93955",(877) 957-1626,CARMAX # 7129,"$10,900","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
75,2013,HYUNDAI SANTA FE FWD 4C SPORT,41751,5XYZW3LA9DG043358,,,,,WHOLESALE INVESTMENTS INC,"$19,000","16161 Raymer St, Van Nuys, CA 91406","(818) 351-5457
",,,,
76,2013,HYUNDAI SONATA GLS,94321,5NPEB4AC4DH602490,JESSES USED CARS,"$7,600","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,JESSES USED CARS,"$7,600","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,,,,
77,2013,HYUNDAI SONATA GLS,29318,5NPEB4AC0DH643828,AUTO EXPERTS OF UTAH LLC,"$10,000","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,CARMAX # 7129,"$10,300","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
,,,,,BILL LUKE FIAT,"$10,200","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,,,,
78,2012,HYUNDAI SANTA FE AWD V6 SE,35213,5XYZHDAG9CG137195,AUTO EXPERTS OF UTAH LLC,"$14,250","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,TEAM KIA OF BEND,"$16,000","611 NE Purcell Blvd Bend, OR 97701",(541) 550-5555,,,,
79,2013,KIA OPTIMA SX,25109,5XXGR4A60DG112798,AUTO EXPERTS OF UTAH LLC,"$15,500","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,,,,,,,,
80,2013,KIA OPTIMA SX,38996,5XXGR4A6XDG131472,AUTO EXPERTS OF UTAH LLC,"$16,500","5443 S Commerce Dr Murray, UT 84107",(801) 953-1786,GOLDIES MOTORS,"$16,500","2950-1 E Broadway Rd Phoenix, AZ 85040",(602) 454-6400,,,,
,,,,,AUTONET CONNECT,"$16,250",N/A,N/A,,,,,,,,
81,2011,HONDA CR-V FWD EX-L,69429,5J6RE3H72BL029944,CARDINALE GMC TRUCK,"$12,750","2 Heitzinger Plaza Seaside, CA 93955",(877) 957-1626,,,,,CARDINALE GMC TRUCK,"$12,750","2 Heitzinger Plaza Seaside, CA 93955",(877) 957-1626
82,2007,KIA SEDONA,230497,KNDMB233276112626,,,,,,,,,D & A AUTO SALES,"$1,200","19060 Valley Blvd Bloomington, CA 92316",(909) 874-0567
83,2009,HONDA CR-V FWD EX,79781,5J6RE38569L008362,CAR 1234 INC,"$6,500","982 Broadway El Cajon, CA 92021",(619) 647-4841,,,,,CAR 1234 INC,"$6,500","982 Broadway El Cajon, CA 92021",(619) 647-4841
84,2007,GMC ACADIA FWD SLE,69806,1GKER13727J152185,GOOD GUYS AUTO SALES INC,"$9,500","6240 Mission Gorge Rd San Diego, CA 92120",(619) 624-0000,,,,,GOOD GUYS AUTO SALES INC,"$9,500","6240 Mission Gorge Rd San Diego, CA 92120",(619) 624-0000
85,2009,CHEVROLET 3500 4X4 CR DRW LTZ,154610,1GCJK93629F140693,KINGS CARS INC,"$21,000","8220 Foothill Blvd Ste 12 Sunland, CA 91040",(818) 332-5772,,,,,,,,
86,2013,KIA RIO LX,27455,KNADM4A3XD6303163,,,,,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$6,500",N/A,N/A
87,2004,GMC YUKON 4X4 V8 SLT,124831,1GKEK13T94J249297,,,,,,,,,CORONA AUTO WHOLESALE INC,"$6,000","602 N Main St Corona, CA 92880",(951) 340-3153
88,2011,FORD TRANSIT CONNECT XLT,97541,NM0LS7BN8BT043301,,,,,,,,,SPECTRUM MOTORS INC,"$8,600","1625 W 6th St Corona, CA 92882",(951) 270-0300
89,2009,DODGE JOURNEY FWD 4C SE,132444,3D4GG47B99T606506,,,,,,,,,D & A AUTO SALES,"$3,600","19060 Valley Blvd Bloomington, CA 92316",(909) 874-0567
90,2005,MERCEDES C230WZ KOMPRESSOR,70237,WDBRF40JX5A667762,,,,,,,,,DVINE IMPORTS,"$4,000",NA,NA
91,2007,MERCEDES CLK350A,89659,WDBTK56F67T080542,,,,,,,,,SANTA MONICA EUROPEANS,"$9,000",,
92,2011,LINCOLN MKS FWD V6,107926,1LNHL9DR9BG603199,LOTUS AUTO SALES,"$8,100","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,LOTUS AUTO SALES,"$8,100","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800
93,2013,SCION XB,41794,JTLZE4FE4DJ036927,,,,,,,,,I 10 TOYOTA ,"$11,500",,
94,2006,MERCEDES E350W E350,100068,WDBUF56J06A966721,,,,,,,,,VCB INTERNATIONAL BUSINESS,"$4,500",,
95,2007,TOYOTA TACOMA 4X2 EX,111727,5TETX22N87Z355456,ZUBES IMPORT AUTO SALES,"$11,500","2974 S Higuera St San Luis Obispo, CA 93401",(805) 541-9823,,,,,"CLASS AUTO SALES, INC","$11,750","2100 Fulton Avenue Suite A Sacramento, CA 95815",(916) 500-1454
96,2006,HONDA RIDGELIN 4X4 CR RTS,145221,2HJYK16456H541302,EMPIRE MOTORS,"$6,400","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,,,,,UNIQUE MOTORSPORTS INC,"$6,500","15941 Kaplanave City of Industry, CA 91744",(626) 333-9026
97,2006,HUMMER H2,143053,5GRGN23U56H112103,,,,,,,,,WEST COAST MOTORS,"$15,500","6953 Lankershim Blvd North Hollywood, CA 91605",(818) 255-2229
98,2010,AUDI A4 FWD 2.0T PRM +,50448,WAUEFAFLXAN058257,WORLDWIDE MOTORS,"$9,500","9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,,,,,WORLDWIDE MOTORS,"$9,500","9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060
