S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
34,2008,TOYOTA MATRIX XR,2T1KR32E98C710752,109816,,,,,SPECTRUM MOTORS INC,"$5,000 ","1625 W 6th St Corona, CA 92882",(951) 270-0300,,,,
35,2011,CHEVROLET IMPALA LS,2G1WF5EK1B1267051,102143,,,,,EMPIRE MOTORS,"$4,800 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,,,,
36,2013,NISSAN SENTRA SV,3N1AB7APXDL655183,82150,JESSES USED CARS,"$7,000 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,JESSES USED CARS,"$7,000 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,,,,
37,2012,CHEVROLET CAPT SPT FWD 4C LS W/2LS,3GNAL2EK9CS554210,98489,JESSES USED CARS,"$5,800 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,JESSES USED CARS,"$5,800 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,,,,
38,2011,FORD FOCUS SE,1FAHP3FN0BW152515,99194,,,,,DORADO MOTORS INC,"$3,700 ","350 Arden Avenue # 102 Glendale, CA 91203",(818) 903-1209,,,,
39,2006,NISSAN SENTRA 1.8 S,3N1CB51D46L552511,174816,,,,,ONE AUTO SALES,"$2,000 ",NA,NA,,,,
40,2006,NISSAN FRONTIER 4X2 EX NISMO,1N6AD06U56C446538,107356,,,,,LIONS AUTO GROUP,"$9,200 ","645 Glendora Ave La Puente, CA 91744",(626) 333-0537,,,,
41,2005,TOYOTA COROLLA CE,1NXBR32E05Z437288,123962,,,,,VALLEYS BEST AUTO SALES,"$2,400 ","7503 Reseda Blvd, Reseda, CA 91335",(818) 600-8159,,,,
42,2005,HONDA ODYSSEY EX-L,5FNRL38625B045877,107005,HARBOR AUTO SALES,"$5,800 ","1219 N Harbor Blvd Anaheim, CA 92801",(714) 956-1602,LATINO AUTO SALES INC,"$6,200 ","9934 Garvey Ave El Monte, CA 91733",(626) 401-9486,,,,
43,2008,NISSAN ALTIMA 4C 2.5 S,1N4AL24E68C110029,98395,,,,,FRONT LINE MOTOR CARS,"$6,000 ","13631 Harbor Blvd Ste B Garden Grove, CA 92843",(714) 616-1600,,,,
44,2004,SATURN ION LEVEL 3,1G8AV14F24Z126771,134377,,,,,JGM AUTO,$800 ,NA,NA,,,,
45,2001,FORD F150 4X2 EX XLT,1FTRX17L21KF40271,139005,,,,,ALLTECH AUTO SALES,"$1,300 ","865 W Glentana St # 5, Covina, CA 91722-3647",(626) 332-4331,,,,
46,2006,SCION XB,JTLKT324964062729,196537,,,,,COMO TU AUTO SALES INC,"$2,600 ","2310 Saldina Cir Corona, California 92879-7730",(951) 893-1872,,,,
47,1999,CHEVROLET CAVALIER,3G1JC1240XS810029,110965,,,,,STAR MOTORS,$650 ,"32955 Calle Perfecto,San Juan Capistrano, CA 92675",(949) 443-1970,,,,
48,2007,HYUNDAI VERACRUZ FWD,KM8NU13C67U026140,63097,,,,,MNM AUTO,"$8,700 ","18356 Valley Blvd Bloomington, CA 92316",(909) 874-2886,,,,
49,2006,HYUNDAI SONATA V6,5NPEU46F16H107440,137105,STUNNING AUTO,"$2,500 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,,STUNNING AUTO,"$2,500 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447
50,2006,HONDA CIVIC LX,2HGFG126X6H567626,152310,,,,,GOLDEN AUTO GROUP INC,"$3,700 ","1386 White Oaks Rd, Campbell, CA 95008",(408) 377-4900,,,,
51,2007,CHEVROLET COBALT LT,1G1AL58F177150906,126381,,,,,JGM AUTO,"$1,900 ",NA,NA,,,,
52,2004,AUDI A4 FWD 4C 1.8T,WAUJC68E44A282512,157687,,,,,JGM AUTO,"$1,900 ",NA,NA,,,,
53,2003,FORD F150 4X2 EX,1FTRX17WX3NB61403,145397,EASY AUTO SALES LLC,"$2,400 ","3206 S Tryon St Charlotte, NC 28217",(704) 258-0831,EASY AUTO SALES LLC,"$2,400 ","3206 S Tryon St Charlotte, NC 28217",(704) 258-0831,,,,
54,2002,FORD WINDSTAR SE,2FMZA52422BA05716,218902,,,,,TRUCK CITY MOTORS,$800 ,Not applicable,Not applicable,,,,
55,2005,GMC ENVOY 4X4 6C,1GKDT13S552211271,118652,EASY AUTO SALES LLC,"$3,200 ","3206 S Tryon St Charlotte, NC 28217",(704) 258-0831,AUTO ACTION,"$3,100 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
56,2003,CHEVROLET TAHOE 4X2 V8 LT,1GNEC13T53R109814,130174,AUTOKRAFT MOTORS,"$4,200 ",Not applicable,Not applicable,AUTOKRAFT MOTORS,"$4,200 ",Not applicable,Not applicable,,,,
57,2008,MAZDA MAZDA3,JM1BK32G981115507,85274,CAR 1234 INC,"$5,300 ","982 Broadway El Cajon, CA 92021",(619) 647-4841,AUTO NATIX,"$5,400 ","26260 N. Mooney Blvd Tulare, CA 93274",(559) 622-8600,,,,
58,2006,CHEVROLET COBALT SS,1G1AM55B067720861,139905,EASY AUTO SALES LLC,"$2,400 ","3206 S Tryon St Charlotte, NC 28217",(704) 258-0831,JGM AUTO,"$2,500 ",NA,NA,,,,
59,2007,DODGE CHARGER 4X2 V6,2B3LA43G57H646197,155963,,,,,JESSE AUTO SALES,"$4,600 ","5104 E Olympic Blvd, Los Angeles, CA 90022",(323) 266-6851,,,,
60,2002,LEXUS ES 300,JTHBF30GX20073707,187752,,,,,ROLLING WHEELS,"$2,700 ",NA,NA,,,,
61,2007,SUBARU B9 TRIBECA,4S4WX85D874410379,131468,,,,,JGM AUTO,"$4,100 ",NA,NA,,,,
62,2011,KIA RIO LX,KNADH4A37B6910624,83283,DRIVETIME,"$4,000 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,DREAMERS AUTO SALES,"$4,900 ","3808 Baldwin Blvd Corpus Christi, TX 78405",(361) 888-7792,,,,
63,2007,AUDI A4 FWD 4C 2.0T,WAUAF78E27A249641,147834,,,,,AL Q USED CARS LLC,"$2,400 ","5055 Sierra St Riverside, CA 92504",Not mentioned,,,,
64,2007,MERCEDES S550V,WDDNG71X47A072366,178687,CAL EMPIRE AUTO EXCHANGE INC,"$9,400 ","2724 Durfee Ave, El Monte, CA 91732",(626) 401-2622,GLOBAL AUTO GROUP,"$9,700 ","12507 Oxnard ST. Los Angeles, CA 91606",(818) 358-2757,,,,
,,,,,SKAF INVESTMENT GROUP INC,"$7,800 ",NA,NA,,,,,,,,
65,2004,FORD EXPEDIT 4X2 V8 XLT,1FMRU15W44LB76161,193030,,,,,HELLO AUTO SALE,"$2,300 ",Not applicable,Not applicable,,,,
66,2008,DODGE AVENGER FWD 4C SXT,1B3LC56K28N167101,102402,,,,,GOLDEN AUTO GROUP INC,"$3,800 ","1386 White Oaks Rd, Campbell, CA 95008",(408) 377-4900,,,,
67,2008,MAZDA MAZDA3,JM1BK324681798076,105335,,,,,LIONS AUTO GROUP,"$5,500 ","645 Glendora Ave La Puente, CA 91744",(626) 333-0537,,,,
68,2007,TOYOTA RAV4 FWD 4C,JTMZD33V876030908,137906,AZ LUXURY AUTO LLC,"$5,800 ",22047 N 23 Ave Phoenix Maricopa AZ 85027-1932,(623) 869 6944,JOSE AUTO SALES INC,"$5,800 ","1616 S Vermont Ave, Los Angeles, CA 90006",323) 766-9704,,,,
69,2004,MAZDA MAZDA6 I,1YVHP80C845N83895,156571,,,,,DC MOTORS,"$2,300 ","4530 E La Palma Ave Anaheim, CA 92807",(714) 695-0102,,,,
70,2009,SCION XB,JTLKE50E791087975,141066,,,,,HERRERA AUTO SALES,"$5,300 ","1111 S Atlantic Boulevard Los Angeles, CA 90022",(323) 268-2868,,,,
71,2008,SCION TC,JTKDE167180257489,128990,,,,,J/R MOTORS,"$6,500 ","11066 Hole Ave Riverside, CA 92505",(951) 688-3717,,,,
72,2006,HONDA CIVIC,2HGFA165X6H500821,167530,,,,,MPG AUTO SALES,"$3,500 ",NA,NA,,,,
73,2009,FORD ESCAPE FWD 4C XLT,1FMCU03779KB00328,146109,,,,,HERRERA AUTO SALES,"$4,700 ","1111 S Atlantic Boulevard Los Angeles, CA 90022",(323) 268-2868,,,,
74,2006,KIA SPORTAGE FWD V6 EX,KNDJF723567171961,159870,ONUR AUTO,"$2,500 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,PAULS AUTO,"$2,400 ","14175 Leffingwell Rd Whittier, CA 90604",(562) 941-6300,,,,
75,2007,TOYOTA PRIUS,JTDKB20UX77649663,144227,,,,,SANTA MONICA MOTOR CARS,"$5,000 ","3118 Lincoln Blvd Santa Monica, CA 90405",(310) 314-1533,,,,
76,2004,BMW 325CI,WBABV13494JT21515,174435,,,,,MPG AUTO SALES,"$2,000 ",NA,NA,,,,
77,2007,NISSAN VERSA 1.8 S,3N1BC13E07L409435,114591,,,,,GREEN LIGHT AUTO,"$4,300 ","1555 W 6th St Corona, CA 92882",(951) 454-5737,,,,
78,2007,NISSAN QUEST,5N1BV28U77N104023,133501,,,,,ORV ENTERPRISES,"$3,600 ","24 Villa Milano Lake Elsinore, CA 92532",Not mentioned,,,,
79,2008,KIA SORENTO 4X2 V6,KNDJD735785833284,83690,DRIVETIME ,"$5,500 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,STERLING IMPORTS LTD,"$5,600 ","909 N Harbor Blvd Santa Ana, CA 92703",(714) 554-5127,,,,
80,2007,DODGE CALIBER FWD 4C SXT,1B3HB48B27D593827,117564,,,,,ARTES AUTO EXPORT,"$2,900 ","923 West Lincoln Avenue Anaheim, CA 92805",714-535-9852,,,,
81,2006,CHRYSLER PT CRUISER LIMITED,3A8FY68B26T327211,53819,,,,,CAMACHO AUTO SALES INC,"$3,500 ","44446 N Sierra Hwy,Lancaster, CA 93534",(661) 945-2609,,,,
82,2013,KIA RIO,KNADM4A36D6135408,64992,DRIVETIME,"$6,300 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,CAMACHO AUTO SALES INC,"$6,400 ","44446 N Sierra Hwy,Lancaster, CA 93534",(661) 945-2609,,,,
,,,,,FIUZA MOTORS LLC,"$6,000 ","8200 S State St Midvale, UT 84047",(801) 878-9200,,,,,,,,
83,2011,SUZUKI SX4 FWD,JS2YC5A29B6302285,105997,GRASSMERE AUTO INC,"$3,100 ",3711 Nolensville Pike NashvilleDavidsonTN37211-3301,(615) 781 1181,LUXURY AUTO CENTER,"$3,200 ","1698 Bryant St Daly City, CA 94015",(650) 488-0203,,,,
84,2003,LEXUS IS 300,JTHBD192430071406,128488,,,,,ASAY'S AUTOS LLC,"$5,200 ",not applicable,not applicable,,,,
85,2005,BMW 330I,WBAEV53445KM39357,124860,STUNNING AUTO,"$4,000 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,STUNNING AUTO,"$4,000 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,
86,2004,TOYOTA COROLLA LE,JTDBR32E442038267,143715,GLAZZY AUTO SALES,"$4,100 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,GLAZZY AUTO SALES,"$4,100 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,,,,
87,2005,HONDA CIVIC,1HGEM21175L033615,133451,EASY AUTO SALES LLC,"$2,500 ","3206 S Tryon St Charlotte, NC 28217",(704) 258-0831,HERRERA AUTO SALES,"$3,500 ","1111 S Atlantic Boulevard Los Angeles, CA 90022",(323) 268-2868,,,,
88,2000,NISSAN XTERRA 4X4 V6,5N1ED28Y2YC555960,118446,STUNNING AUTO,"$3,100 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,ROCKET CAR COMPANY,"$3,150 ","15859 S Edna Pl Ste 107 Baldwin Park, CA 91706",(626) 253-7232,,,,
89,2001,FORD ESCAPE FWD V6 XLT,1FMYU03171KB93843,196796,J&G ENTERPRISES,$900 ,"114 S 9th Ave Ste A La Puente, CA 91746",(626) 961-4002,,,,,,,,
90,2002,OLDSMOBILE BRAVADA AWD,1GHDT13S622102397,151453,,,,,760 AUTO COUTURE,"$1,800 ","1105 N Gene Autry Trl Palm Springs, CA 92262",(760) 272-5451,,,,
91,2003,HONDA ACCORD V6 EX,1HGCM66583A064830,154088,,,,,AUTOHAUS,"$3,100 ","386 Encinitas Blvd Encinitas, CA 92024",(760) 334-0193,,,,
92,2007,NISSAN ALTIMA 4C 2.5 S,1N4AL21E27C165337,165565,,,,,HERRERA AUTO SALES,"$3,300 ","1111 S Atlantic Boulevard Los Angeles, CA 90022",(323) 268-2868,,,,
93,2004,FORD TAURUS SE,1FAHP58S44A188089,137464,,,,,SUPREME AUTO GROUP LLC,"$1,100 ","1027 Alabama St  Vallejo, CA 94590",(707) 372-8705,,,,
94,2003,NISSAN ALTIMA 4C S,1N4AL11D33C353926,177086,,,,,GPS AUTO SALES LLC,"$1,800 ","4840 Carlisle Rd Dover, PA 17315",(717) 292-4975,,,,
95,2004,BMW 325I,WBAAZ33434KP87852,140464,,,,,AL Q USED CARS LLC,"$2,150 ","5055 Sierra St Riverside, CA 92504",Not mentioned,,,,
96,2002,NISSAN MAXIMA SE,JN1DA31D32T427226,156350,,,,,ALGERIA EXPORT AUTO SALES,"$2,300 ","1335 South Euclid St Anaheim, CA 92802-2008",(323) 376-3245,,,,
97,2000,TOYOTA 4RUNNER 4X4 V6 SR5,JT3HN86R1Y0284294,202944,AE UNIVERSAL MOTORS,"$3,700 ","11313 KLINE DR DALLAS, TX 75229-3109",1-844-567-2764,PEAK CARS INC,"$3,800 ","34 Quinns Rd Bozeman, MT 59718",(406) 570-7379,,,,
98,1999,AUDI A6 2.8L,WAUAA24B1XN015058,175572,,,,,P AND P MOTORS LLC,"$2,100 ","13516 Telegraph Rd suite D, Whittier, CA 90605",(562) 944-1740,,,,
99,2008,HONDA ACCORD V6 EX-L,1HGCP36808A017086,244922,,,,,ANGEL AUTO SALES,"$5,500 ","9846 Garvey Ave El Monte, CA 91733",(626) 350-5988,,,,
100,2006,PONTIAC G6 V6 GT,1G2ZH558164285504,114152,,,,,AUTO ACTION,"$2,200 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
101,2006,CHEVROLET EQUINOX AWD LT,2CNDL73F866145476,157987,BAJAKAR,"$2,200 ",Not applicable,Not applicable,,,,,BAJAKAR,"$2,200 ",Not applicable,Not applicable
102,2006,CHEVROLET EQUINOX AWD LT,2CNDL73F166138062,102275,DRIVETIME,"$4,300 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,,DRIVETIME,"$4,300 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630
103,1996,CHEVROLET LUMINA,2G1WL52M3T1157523,151882,,,,,,,,,CG WHOLESALE LLC,$250 ,Not applicable,Not applicable
104,2004,FORD EXPLORER 4X2 V6 XLT,1FMZU63E44UB51228,169716,,,,,CARS ON NEWPORT,$800 ,Not applicable,Not applicable,,,,
105,2003,NISSAN ALTIMA 4C S,1N4AL11D63C255828,166628,,,,,ALGERIA EXPORT AUTO SALES,"$2,100 ","1335 South Euclid St Anaheim, CA 92802-2008",(323) 376-3245,,,,
106,2007,NISSAN SENTRA 2.0 S,3N1AB61E87L673047,158944,,,,,J&G ENTERPRISES,"$2,800 ","114 S 9th Ave Ste A La Puente, CA 91746",(626) 961-4002,,,,
107,2005,FORD FOCUS SE,1FAFP34N95W258556,111987,GOLD RUSH AUTO WHOLESALE,"$1,500 ","4071 N Valentine Ste 105 Fresno, CA 93722",(559) 260-2354,GOLD RUSH AUTO WHOLESALE,"$1,500 ","4071 N Valentine Ste 105 Fresno, CA 93722",(559) 260-2354,,,,
108,2003,TOYOTA COROLLA CE,1NXBR32E33Z084977,149004,,,,,RAMOS AUTO SALES,"$3,200 ","7203 S Alameda St Los Angeles, CA 90001",(323) 587-8513,,,,
109,2005,ACURA TL,19UUA662X5A009253,212507,,,,,ANGEL AUTO SALES,"$3,400 ","9846 Garvey Ave El Monte, CA 91733",(626) 350-5988,,,,
110,2002,TOYOTA RAV4 FWD,JTEGH20V720081544,188521,,,,,AUTOHAUS,"$2,800 ","386 Encinitas Blvd Encinitas, CA 92024",(760) 334-0193,,,,
111,2006,TOYOTA COROLLA CE,JTDBR32E360065183,155805,,,,,AUTOHAUS,"$2,900 ","386 Encinitas Blvd Encinitas, CA 92024",(760) 334-0193,,,,
112,2005,TOYOTA CAMRY 4C XLE,4T1BE32K05U033988,208975,,,,,ANGEL AUTO SALES,"$2,500 ","9846 Garvey Ave El Monte, CA 91733",(626) 350-5988,,,,
113,2002,CHRYSLER TOWN & COUN FWD LIMITED,2C8GP64L12R592243,121102,,,,,A & A CARS,"$1,500 ","1760 Long Beach Blvd, Long Beach, CA 90813",844-327-5918,,,,
114,2005,VOLKSWAGEN BEETLE,3VWCD31Y15M308898,99244,ONUR AUTO,"$2,000 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,GENISIS GROUP AUTOMOTIVE,"$2,100 ",NA,NA,,,,
115,2006,TOYOTA COROLLA CE,1NXBR32E16Z647979,121467,,,,,P V AUTO SALES,"$4,000 ","1010 N Gaffey St, San Pedro, CA 90731",(310) 241-0500,,,,
116,2001,DODGE RAM 1500,3B7HC13Y41G738950,153912,,,,,J J WHOLESALE,$950 ,"5909 Whittier BlvdLos Angeles, CA 90022",(323) 346-0254,,,,
117,2002,BMW 525I,WBADT43412GY41833,165491,,,,,PLANET CAR SALES INC,"$1,400 ","6011 Reseda Boulevard Tarzana, CA 91356",(310) 773-2121,,,,
118,2005,CHRYSLER PT CRUISER TOURING,3C3EY55E85T336915,99352,CARS DIRECT INC,"$1,800 ","1716 E Fremont St Las Vegas, NV 89101",(702) 382-5623,CARS DIRECT INC,"$1,800 ","1716 E Fremont St Las Vegas, NV 89101",(702) 382-5623,,,,
119,2003,HONDA ACCORD V6 EX,1HGCM827X3A037423,146521,HILTON AUTO,"$1,900 ","1611 Crenshaw Blvd, Torrance, CA 90501-3123",(888) 318-0080,AUTOHAUS,"$3,100 ","386 Encinitas Blvd Encinitas, CA 92024",(760) 334-0193,,,,
,,,,,CLOVIS AUTO,"$2,800 ","79 N Sunnyside Ave Clovis, CA 93611",(559) 298-5715,,,,,,,,
120,2004,BMW 525I,WBANA53594B175393,192929,,,,,ALLSTAR MOTORSPORTS,"$3,300 ","2721 E Artesia Blvd Long Beach, CA 90805",(562) 531-0041,,,,
121,2000,DODGE DAKOTA 4X2 EX,1B7GL22X2YS516744,117860,AUTO WAREHOUSE,"$1,400 ","2019 N College Ave Fort Collins, CO 80524",(970) 490-2886,CHERRY AUTO SALES,"$1,300 ","49813 29 Palms Highway Morongo Valley, CA 92256",760-363-0044,,,,
122,2001,DODGE GRAND CARAV FWD ES,2B8GP54L51R260182,160837,EPIC MOTORS,$900 ,,,TRUCK CITY MOTORS,"$1,300 ",Not applicable,Not applicable,,,,
123,1998,MERCEDES ML320,4JGAB54EXWA024032,122743,HN ELITE MOTORS,$900 ,NA,NA,ECONO AUTOMOTIVE CENTER INC,"$1,300 ","2336 E Foothill Blvd Pasadena, CA 91107",(855) 527-1541,,,,
124,2008,PONTIAC G6 V6 GT,1G2ZH57N684190927,140110,,,,,WIN WIN AUTO SALES INC,"$2,200 ",Not applicable,Not applicable,,,,
125,2003,MERCEDES E500W,WDBUF70J33A165829,172862,,,,,MILHAS AUTO SALES,"$1,900 ",NA,NA,,,,
126,2003,MERCEDES C230WZMT KOMPRESSOR,WDBRF40J23A481288,144339,,,,,ABC AUTO SALES,"$1,800 ","2148 N Wilson Way Stockton, CA 95205",(209) 463-3226,,,,
127,2005,MERCEDES CLK320C,WDBTJ65J75F138541,218202,MIGOTRANS GROUP,"$1,900 ","4 Lewis Cir Wilmington, Delaware 19804-9003",(347) 981-6825,MIGOTRANS GROUP,"$1,900 ","4 Lewis Cir Wilmington, Delaware 19804-9003",(347) 981-6825,,,,
