S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
10,2005,SUZUKI XL-7 4X2 EX,125409,JS3TY92V754101508,,,,,AUTOMOTRIZ MICHOACAN,,"1341 N Mt Vernon Colton Ca Colton, CA 92324",(909) 206-1420,,,,
11,2006,VOLKSWAGEN BEETLE 5C,102101,3VWSG31C26M402409,PRESTIGE AUTOS,"$2,900","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,PRESTIGE AUTOS,"$2,900","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,,,,
12,2005,TOYOTA HIGHLNDR FWD 4C,156455,JTEGD21A250119936,EXPO MOTORS INC,"$5,200","1155 E Anaheim St, Long Beach, CA 90813",(562) 599-0883,INTER AUTO TRADE INC,"$6,800",801 S Garfield Ave Alhambra CA 91801,(626) 940-5576,,,,
,,,,,INTER AUTO TRADE INC,"$6,800",801 S Garfield Ave Alhambra CA 91801,(626) 940-5576,,,,,,,,
,,,,,LA AUTO EMPORIUM INC,"$5,500","8917 State St South Gate, CA 90280",(323) 249-5161,,,,,,,,
,,,,,QUALITY AUTO WHOLESALE,"$6,700","3423 Griffin Rd Fort Lauderdale, FL 33312",(954) 981-9950,,,,,,,,
13,2015,CHEVROLET COLORADO 4X2 CR LT,11780,1GCGSBEA5F1152073,,,,,STG AUTO GROUP,"$26,000","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
14,2015,HYUNDAI ACCENT GLS,22844,KMHCT4AE8FU826310,,,,,GARDEN GROVE HYUNDAI INC,"$9,700","9898 Trask Avenue Garden Grove, CA 92844",(714) 408-9660,,,,
15,2015,HYUNDAI TUCSON FWD 4C SE,23378,KM8JU3AG8FU019625,,,,,GARDEN GROVE HYUNDAI INC,"$16,200","9898 Trask Avenue Garden Grove, CA 92844",(714) 408-9660,,,,
16,2015,HYUNDAI ELANTRA SE,14840,5NPDH4AEXFH586181,,,,,ROMERO MAZDA/ROMERO BUICK/ROMERO HYUNDAI,"$11,400",NA,NA,,,,
17,2015,HYUNDAI ACCENT GLS,21889,KMHCT4AE4FU882759,,,,,STEVENS CREEK HYUNDAI,"$9,700","4425 Stevens Creek Blvd Santa Clara, CA 95051",(888) 824-0088,,,,
18,2015,HYUNDAI TUCSON FWD 4C SE,20027,KM8JU3AG2FU019202,,,,,GARDEN GROVE HYUNDAI INC,"$16,500","9898 Trask Avenue Garden Grove, CA 92844",(714) 408-9660,,,,
19,2015,HYUNDAI ELANTRA SE,14585,5NPDH4AE0FH586190,,,,,CARMAX # 7129,"$11,300","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
20,2014,HYUNDAI TUCSON FWD 4C LIMITED,28270,KM8JU3AG9EU807974,,,,,SOUTHERN FINANCIAL,"$14,500",NA,NA,,,,
21,2015,HYUNDAI ELANTRA SE,19700,5NPDH4AE5FH586251,,,,,ROMERO MAZDA/ROMERO BUICK/ROMERO HYUNDAI,"$11,300",NA,NA,,,,
22,2015,HYUNDAI TUCSON FWD 4C SE,23763,KM8JU3AG6FU986704,,,,,HYUNDAI OF ESCONDIDO,"$16,500","1919 Auto Park Way Escondido, CA 92029",(760) 294-2300,,,,
23,2015,HYUNDAI ELANTRA SE,14866,5NPDH4AE0FH586125,THE HERTZ CORPORATION,"$12,300","43285 Auto Mall Cir Fremont, CA 94538",(510) 687-9771,THE HERTZ CORPORATION,"$12,300","43285 Auto Mall Cir Fremont, CA 94538",(510) 687-9771,,,,
24,2012,LEXUS CT 200H,26900,JTHKD5BH6C2096088,,,,,,,,,LEXUS OF PLEASANTON,"$17,100","4345 Rosewood Drive Pleasanton, CA 94588 b/t Old Santa Rita Rd & Santa Rita Rd",(925) 918-6996
25,2015,LEXUS GX 460,22249,JTJBM7FXXF5094097,,,,,LEXUS OF PLEASANTON,"$43,750","4345 Rosewood Drive Pleasanton, CA 94588 b/t Old Santa Rita Rd & Santa Rita Rd",(925) 918-6996,,,,
26,2013,CADILLAC SRX FWD SUV LUXURY,29880,3GYFNCE36DS518090,,,,,,,,,STG AUTO GROUP,"$24,000","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595
27,2013,LAND ROVER RR EVOQUE PURE PLUS,35579,SALVP2BG0DH813829,,,,,CARTWRIGHT MOTORS,"$31,000","4956 Paradise Rd Las Vegas, NV 89119 Southeast",(702) 476-6867,,,,
28,2015,HONDA FIT EX,17134,3HGGK5H89FM753727,,,,,BALL HONDA,"$14,500","2135 National City Blvd National City, CA 91950",(888) 708-7251,,,,
29,2014,HONDA CIVIC LX,21220,2HGFG3B55EH516732,SURF CITY NISSAN,"$12,750","17331 Beach Blvd Huntington Beach, CA 92647
",(714) 500-6010,ACURA OF RIVERSIDE,"$13,000","8101 Auto Dr Riverside, CA 92504",(951) 688-1500,,,,
30,2013,JEEP COMPASS FWD 4C,30581,1C4NJCBA4DD270454,,,,,BALL HONDA,"$11,800","2135 National City Blvd National City, CA 91950",(888) 708-7251,,,,
31,2009,NISSAN ALTIMA 4C HYBRID,95438,1N4CL21E89C100259,,,,,CAMEX AUTO SALE,"$6,300",Not applicable,Not applicable,,,,
32,2012,TOYOTA CAMRY 4C LE,46832,4T4BF1FK9CR255315,,,,,TOYOTA OF ESCONDIDO,"$12,000","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,,,,
33,2013,TOYOTA COROLLA S,33812,2T1BU4EE3DC971918,,,,,LA PLAYITA AUTO SALES INC,"$11,200","2955 E Firestone Blvd South Gate, CA 90280",(323) 566-4846,,,,
34,2012,VOLKSWAGEN GOLF 5C,81228,WVWAB7AJXCW300676,LOTUS AUTO SALES,"$6,300","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,LOTUS AUTO SALES,"$6,300","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800
35,2006,HONDA CIVIC SI,99533,2HGFG21576H701491,,,,,AMERICAN AUTO GROUP,"$7,400",,,,,,
36,2007,GMC YUKON 4X2 V8 SLT,99153,1GKFC13J57R269861,LIBERTY CARS AND TRUCKS,"$16,500"," 600 Freeman Ln, Grass Valley, CA 95949",+1 530-477-5454,BAY AREA CAR SALES LLC,"$16,600","1544 W San Carlos St San Jose, CA 95126",(408) 297-7000,,,,
37,2008,AUDI Q7 V8 4.2L PRM,111123,WA1EV74L08D068849,EZ CARS 101 LLC,"$14,300","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,EZ CARS 101 LLC,"$14,300","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,
38,2008,LAND ROVER RANGE ROVER 4.2L S/C,112014,SALMF13468A280784,BALLERS,"$16,500","700 S La Brea Inglewood, CA 90301",(424) 732-8504,OXFORD AUTOS LLC,"$16,750","10740 SE Division Portland, OR 97266",(503) 858-3583,,,,
,,,,,OXFORD AUTOS LLC,"$16,750","10740 SE Division Portland, OR 97266",(503) 858-3583,,,,,,,,
39,2005,INFINITI FX35 4X2,135537,JNRAS08U95X107178,MAGIC AUTO CENTER OF R,"$7,300","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,JNB MOTOR INC,"$7,400","1211 W Valley Blvd Alhambra, CA 91803",(626) 308-0006,,,,
,,,,,BALLERS,"$7,200","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
40,2004,TOYOTA TACOMA 4X2 RG,138475,5TENL42N94Z384346,BEST QUALITY AUTOSALES,"$6,600","8553 San Fernando Rd Sun Valley, CA 91352",(818) 504-2002,ZUBES IMPORT AUTO SALES,"$7,500","2974 S Higuera St San Luis Obispo, CA 93401",(805) 541-9823,,,,
,,,,,FALLBROOK MOTORS INC,"$7,400","213 W Elder St Fallbrook, CA 92028",(760) 728-7100,,,,,,,,
,,,,,ZUBES IMPORT AUTO SALES,"$7,500","2974 S Higuera St San Luis Obispo, CA 93401",(805) 541-9823,,,,,,,,
,,,,,EZ CARS 101 LLC,"$7,200","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,,,,,
41,2007,TOYOTA CAMRY SOLARA V6 SLE,89400,4T1FA38P07U108725,DRIVETIME,"$9,000","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,DRIVETIME,"$9,000","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
,,,,,5280 MOTORCARS,"$8,900",NA,NA,,,,,,,,
42,2014,FORD FOCUS SE,8506,1FADP3K21EL176158,,,,,PUENTE HILLS SUBARU,"$11,750","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
43,2005,VOLVO XC90 FWD 5C,90203,YV1CY592651211500,PREMIUM FINANCE,"$5,300","2490 Harbor Blvd Costa Mesa, CA 92626",(714) 545-2081,GLORIOUS MOTORS CORP,"$5,500","8176 Miramar Rd, San Diego, CA 92126",(858) 695-9051,,,,
44,2012,CHEVROLET G3500 PASS 4X2 1LT,39281,1GAZG1FA6C1136956,,,,,,,,,PUENTE HILLS SUBARU,"$16,500","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814
45,2009,VOLKSWAGEN ROUTAN SEL,99873,2V8HW54X19R608607,DRIVETIME,"$7,600","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,DRIVETIME,"$7,600","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
46,2009,AUDI A5,60067,WAUDK78T09A041574,BALLERS,"$18,900","700 S La Brea Inglewood, CA 90301",(424) 732-8504,CARTWRIGHT MOTORS,"$19,000","4956 Paradise Rd Las Vegas, NV 89119 Southeast",(702) 476-6867,,,,
47,2008,FORD EDGE AWD LIMITED,89500,2FMDK49C08BA39578,DRIVETIME,"$11,000","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,CARMAX # 7129,"$11,100","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
,,,,,COLUMBINE FORD,"$11,200","2728 Railroad Ave Rifle, CO 81650","(970) 625-1680
",,,,,,,,
48,2011,VOLKSWAGEN JETTA 5C SE,104327,3VWDZ7AJ3BM304895,,,,,KINGS MOTOR GROUP,"$6,400","1785 Mentone Blvd Mentone, CA 92359",(909) 389-1010,,,,
49,2011,TOYOTA RAV4 4X4 4C,77024,2T3BF4DVXBW084329,,,,,BALL HONDA,"$12,800","2135 National City Blvd National City, CA 91950",(888) 708-7251,,,,
50,2007,HYUNDAI AZERA LIMITED,78345,KMHFC46F87A181787,,,,,PUENTE HILLS SUBARU,"$7,500","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
51,2014,TOYOTA CAMRY 4C LE,27599,4T4BF1FK0ER396857,,,,,DCH TOYOTA OF TORRANCE,"$13,700","2909 Pacific Coast Hwy Torrance, CA 90505",(310) 325-7500,,,,
52,2013,HYUNDAI ELANTRA GT,89462,KMHD35LE3DU074231,DRIVETIME,"$9,000","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,PUENTE HILLS SUBARU,"$9,200","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
,,,,,AUTO PLAZA,"$9,100","798 S 1st St San Jose, CA 95113",(408) 288-6266,,,,,,,,
53,2009,BMW 328XI 328I XDRIV,37990,WBAWC33529PU84006,,,,,PUENTE HILLS SUBARU,"$15,500","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
54,2009,NISSAN MURANO FWD S,62383,JN8AZ18UX9W006023,CHEVROLET OF GLENDORA,"$11,200","1959 Auto Centre Dr Glendora, CA 91740",(909) 474-7364,EZ CARS 101 LLC,"$11,300","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,
,,,,,EZ CARS 101 LLC,"$11,300","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,,,,,
55,2009,CHRYSLER 300 4X2 V6,94761,2C3KA43D29H612564,DRIVETIME,"$7,100","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,LOTUS AUTO SALES,"$7,700","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,
,,,,,CORONA MOTORS INC,"$7,400","1502 W Holt Blvd Ontario, CA 91762",(909) 395-5554,,,,,,,,
,,,,,LOTUS AUTO SALES,"$7,700","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
56,2010,TOYOTA COROLLA S,82331,2T1BU4EE0AC203731,CONCORD TOYOTA,"$9,100","1090 Concord Ave, Concord, CA 94520",877-227-0510,CONCORD TOYOTA,"$9,100","1090 Concord Ave, Concord, CA 94520",877-227-0510,,,,
,,,,,DRIVETIME,"$9,000","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,,,,,
57,2006,LAND ROVER RANGE ROVER SPORT HSE,132204,SALSF254X6A918378,,,,,RC MOTORS LLC,"$11,000","5343 State Route 45 South Mayfield, KY 42066",270-376-5626,,,,
58,2004,TOYOTA SEQUOIA 4X2 SR5,138804,5TDZT34A24S236994,EZ CARS 101 LLC,"$6,000","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,EZ CARS 101 LLC,"$6,000","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,
59,2006,DODGE MAGNUM 4X2 V6,106188,2D4FV47T46H155127,,,,,JOHNNYS MOTORS INC,"$4,600","1635 W 5th St Santa Ana, CA 92703",(714) 540-1488,,,,
60,2014,TOYOTA COROLLA LE,36038,5YFBURHE3EP101659,,,,,DCH TOYOTA OF TORRANCE,"$11,800","2909 Pacific Coast Hwy Torrance, CA 90505",(310) 325-7500,,,,
61,2009,FORD F150 4X2 CR XLT,85701,1FTRW12809KA74695,CAR AVE,"$13,250","1710 N Blackstone Ave,Fresno, CA 93703",559-237-6600,LOTUS AUTO SALES,"$13,500","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,
,,,,,LOTUS AUTO SALES,"$13,500","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
62,2012,NISSAN ALTIMA 4C 2.5 S,66589,1N4AL2AP5CN417632,,,,,UNITED CAR COMPANY,"$6,900","640 South Atlantic Blvd Los Angeles, CA 90022",(323) 780-6195,,,,
63,2006,FORD F150 4X2 CR XLT,148536,1FTPW12526KB04448,EMPIRE MOTORS,"$6,500","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,LIBERTY CARS AND TRUCKS,"$6,600"," 600 Freeman Ln, Grass Valley, CA 95949",+1 530-477-5454,,,,
,,,,,CLOVIS AUTO SALES.COM,"$6,300","3685 N Clovis Ave Fresno, CA 93727",(559) 322-8866,,,,,,,,
,,,,,LIBERTY CARS AND TRUCKS,"$6,600"," 600 Freeman Ln, Grass Valley, CA 95949",+1 530-477-5454,,,,,,,,
64,2010,NISSAN MURANO FWD S,60472,JN8AZ1MU9AW015936,LIBERTY CARS AND TRUCKS,"$10,900"," 600 Freeman Ln, Grass Valley, CA 95949",+1 530-477-5454,LIBERTY CARS AND TRUCKS,"$10,900"," 600 Freeman Ln, Grass Valley, CA 95949",+1 530-477-5454,,,,
,,,,,CHEVROLET OF GLENDORA,"$10,800","1959 Auto Centre Dr Glendora, CA 91740",(909) 474-7364,,,,,,,,
65,2004,TOYOTA COROLLA CE,136961,1NXBR32E54Z207017,,,,,GROSS BARGAINS,"$2,400","397 N Central Ave #G, Upland, CA 91786",(909) 732-8592,,,,
66,2012,TOYOTA PRIUS C 1,101335,JTDKDTB38C1003717,,,,,TOYOTA OF ESCONDIDO,"$7,900","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,,,,
67,2003,FORD F250 4X2 CR XLT,135050,1FTNW20P03EC85819,FRONT LINE MOTOR CARS,"$8,400","13631 Harbor Blvd Ste B Garden Grove, CA 92843",(714) 616-1600,LOTUS AUTO SALES,"$8,500","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,
,,,,,LOTUS AUTO SALES,"$8,500","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
68,2003,BMW X5 3.0L,111617,5UXFA53523LV76590,ELEVATION MOTORSPORTS,"$4,400","11100 W 8th Ave Lakewood, CO 80215",(303) 963-5922,CORONA AUTO WHOLESALE INC,"$4,500","602 N Main St Corona, CA 92880",(951) 340-3153,,,,
69,2006,JAGUAR S-TYPE 3.0,86460,SAJWA01A16FN69994,,,,,,,,,CARTWRIGHT MOTORS,"$5,200","4956 Paradise Rd Las Vegas, NV 89119 Southeast",(702) 476-6867
70,2009,TOYOTA CAMRY 4C LE,107060,4T4BE46K69R058910,DRIVETIME,"$7,600","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,MONTAGE AUTO WHOLESALE,"$7,700","87 Thicket Irvine, CA 92614",949-552-1183,,,,
71,2009,MITSUBISHI ECLIPSE V6 GT,135764,4A3AK34T89E009837,,,,,,,,,NOAHS RIDE SALES,"$3,700",not applicable,not applicable
72,2006,CHRYSLER PT CRUISER LIMITED,80265,3A8FY68B66T327261,,,,,MOTOR CITY,"$2,500",NA,NA,,,,
73,2005,FORD FOCUS,110116,3FAFP37N45R117182,,,,,HOA FINANCIAL SERVICES,"$2,000",NA,NA,,,,
74,2007,CHEVROLET G1500 CARGO 4X2,109217,1GCFG15X471187300,,,,,VALPARAISO MOTORS INC,"$7,900","11203 Garvey Ave El Monte, CA 91733",(626) 401-9577,,,,
75,2015,AUDI Q5 V6 PRESTIGE,20044,WA1VMAFP4FA034587,BOISE VOLKSWAGEN AUDI,"$41,000",not applicable,(877) 649-7974,BOISE VOLKSWAGEN AUDI,"$41,000",not applicable,(877) 649-7974,,,,
,,,,,DEFINITIVE MOTORS,"$40,750","203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,,,,,,,,
76,2010,MERCURY MILAN FWD 4C,64885,3MEHM0HA0AR645851,DRIVETIME,"$7,400","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,,,,,
77,2014,FORD FIESTA SE,41593,3FADP4EJ5EM196646,BILL LUKE FIAT,"$7,600","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,,,,
,,,,,CHEVROLET OF GLENDORA,"$7,900","1959 Auto Centre Dr Glendora, CA 91740",(909) 474-7364,,,,,,,,
78,2005,VOLKSWAGEN TOUAREG V6,135301,WVGZG77L85D020892,,,,,,,,,VCB INTERNATIONAL BUSINESS,"$28,500","1801 W Katella Ave # E, Anaheim, CA 92804",(626) 216-9970
79,2001,MERCEDES E320W,213315,WDBJF65J41B375191,,,,,,,,,M/M AUTO SALES,"$1,250",Not applicable,Not applicable
80,2004,FORD EXPLORER 4X2 V6 XLS,128457,1FMZU62E04ZB33023,,,,,DESERT IMPORT/EXPORT AUTO SALES,"$2,000","74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,,,,
81,2005,MERCEDES SL500R 5.0L,94841,WDBSK75FX5F094139,LOTUS AUTO SALES,"$12,500","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
82,2003,FORD THUNDERBIRD PREMIUM,85868,1FAHP60A43Y107140,CAR POWER AUTO SALES,"$8,400","1325 E Truxtun Ave Bakersfield, CA 93305",(661) 695-2321,,,,,,,,
83,2014,DODGE JOURNEY FWD V6 LIMITED,18010,3C4PDCDG7ET280666,SILVER STAR MOTOR CAR CO,"$18,250","3601 Auto Mall Dr Westlake Village, CA 91362",(818) 889-2126,,,,,SILVER STAR MOTOR CAR CO,"$18,250","3601 Auto Mall Dr Westlake Village, CA 91362",(818) 889-2126
84,2012,VOLKSWAGEN JETTA 5C SE CONVEN,65509,3VWDP7AJ6CM400964,,,,,,,,,CAL WEST MOTORS,"$7,900","1977 E 14th St San Leandro, CA 94577",(510) 614-9400
85,2006,TOYOTA AVALON LIMITED,45772,4T1BK36BX6U137683,,,,,CARMAX # 7129,"$9,400","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
86,2010,DODGE AVENGER 4C SXT,100335,1B3CC4FBXAN209465,DRIVETIME,"$5,300","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,PRESTIGE AUTOS,"$5,600","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,,,,
,,,,,PRESTIGE AUTOS,"$5,600","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,,,,,,,,
,,,,,FIESTA MOTORS,"$5,500","220 W Holt Blvd, Ontario, CA 91762",(909) 460-3813,,,,,,,,
87,2002,ACURA MDX AWD,93921,2HNYD18222H543894,,,,,PUENTE HILLS SUBARU,"$4,300","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
88,2006,MERCEDES ML350,115945,4JGBB86E76A031622,CAR EMPORIUM OF SPOKANE,"$6,900","936 E Sprague Ave Spokane, WA 99202",(509) 535-8380,,,,,,,,
,,,,,HN ELITE MOTORS,"$7,000",NA,NA,,,,,,,,
89,2013,INFINITI G37 4X2 JOURNEY,25420,JN1CV6EK5DM920980,,,,,PUENTE HILLS SUBARU,"$23,000","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
90,2014,MERCEDES ML350W2 ML350,44663,4JGDA5JB9EA291249,BILL LUKE FIAT,"$32,000","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,BILL LUKE FIAT,"$32,000","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,
91,2014,MERCEDES GLK350W2 GLK350,20797,WDCGG5HB7EG184939,STADIUM AUTO INC,"$27,750","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,,STADIUM AUTO INC,"$27,750","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115
92,2012,MERCEDES GL450 4.6L,76967,4JGBF7BE0CA776437,DUNHILL GROUP LTD,"$27,000","1020 US Highway 1 Avenel, NJ 07001-1546",(732) 942-8500,DUNHILL GROUP LTD,"$27,000","1020 US Highway 1 Avenel, NJ 07001-1546",(732) 942-8500,,,,
,,,,,D & C MOTORZ INC,"$26,750","2627 SE Holgate Blvd, Portland, OR 97202",(503) 719-5038,,,,,,,,
93,2014,MERCEDES E350W E350,23675,WDDHF5KB6EA920879,,,,,,,,,CERTIFIED BENZ & BEEMER,"$31,000","6725 E McDowell Rd Scottsdale, AZ 85257",(888) 553-7071
94,2014,MERCEDES GLK350W2 GLK350,27572,WDCGG5HB0EG189268,,,,,,,,,CERTIFIED BENZ & BEEMER,"$26,000","6725 E McDowell Rd Scottsdale, AZ 85257",(888) 553-7071
95,2014,MERCEDES E350W E350,37792,WDDHF5KBXEA965419,AUTO MERCHANTS INC,"$26,750",NA,NA,ABRAMOVICH MOTORS,"$27,000","27941 Jefferson Ave Temecula, CA 92590",(951) 500-4862,,,,
,,,,,OFF LEASE ONLY INC,"$26,500",N/A,N/A,,,,,,,,
96,2014,MERCEDES E350W4 E350,25748,WDDHF8JB7EA838792,DEFINITIVE MOTORS,"$32,750","203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,,,,,DEFINITIVE MOTORS,"$32,750","203 116th Ave NE Bellevue, WA 98004",(425) 562-8080
