S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
12,2015,JEEP CHEROKEE 4X4 4C,1C4PJMCB1FW714516,17792,THE HERTZ CORPORATION,"$19,000","43285 Auto Mall Cir Fremont, CA 94538",(510) 687-9771,THE HERTZ CORPORATION,"$19,000","43285 Auto Mall Cir Fremont, CA 94538",(510) 687-9771,,,,
13,2015,JEEP GR CHERO 4X4 V6 LIMITED,1C4RJFBGXFC830557,21290,AUTO DESERT,"$31,750","74822 Joni Dr Ste 5 Palm Desert, CA 9226","(760) 660-3300
",AUTO DESERT,"$31,750","74822 Joni Dr Ste 5 Palm Desert, CA 9226","(760) 660-3300
",,,,
14,2014,LEXUS CT 200H HYBRID,JTHKD5BHXE2180126,32335,,,,,LEXUS OF RIVERSIDE,"$19,000","3150 Adams St Riverside, CA 92504",(855) 217-6036,,,,
15,2015,DODGE 2500 4X4 CR SLT,3C6UR5JL4FG681675,17780,,,,,HADDAD DODGE,"$38,250","3000 Harris Rd Bakersfield, CA 93384",(877) 244-1902,,,,
16,2015,RAM 1500 4X4 V8 SLT,1C6RR7GT4FS625141,21041,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$25,500",N/A,N/A,,,,
17,2015,AUDI A3 FWD 4C 1.8T PRM,WAUACGFF5F1002553,26611,BOISE VOLKSWAGEN AUDI...,"$20,000",not applicable,(877) 649-7974,BOISE VOLKSWAGEN AUDI...,"$20,000",not applicable,(877) 649-7974,,,,
18,2014,AUDI A4 FWD PREMIUM,WAUAFAFL1EN024518,32890,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$21,250",N/A,N/A,,,,
19,2013,NISSAN ALTIMA 4C S,1N4AL3AP6DN522283,8920,BLOOMINGTON LINCOLN ME,"$12,200","1001 Clover Dr Bloomington, MN 55420",(952) 888-2271,PREMIER HYUNDAI OF OAKLAND,"$13,200","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$13,200","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
20,2013,NISSAN ALTIMA 4C S,1N4AL3AP9DN522598,14713,PREMIER HYUNDAI OF OAKLAND,"$13,000","2820 Broadway Oakland, CA 94607",(803) 317-2147,BALL HONDA,"$13,100","2135 National City Blvd National City, CA 91950",(888) 708-7251,,,,
21,2014,NISSAN ALTIMA 4C S,1N4AL3AP4EN382929,44594,,,,,BALL HONDA,"$12,100","2135 National City Blvd National City, CA 91950",(888) 708-7251,,,,
22,2014,NISSAN ALTIMA V6 S,1N4BL3APXEN234370,42118,PREMIER HYUNDAI OF OAKLAND,"$14,200","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$14,200","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
23,2014,CHRYSLER TOWN & COUN TOURING,2C4RC1BG0ER435175,40468,,,,,LEXUS OF RIVERSIDE,"$15,300","3150 Adams St Riverside, CA 92504",(855) 217-6036,,,,
24,2014,MERCEDES C250W C250,WDDGF4HB3EG210672,30240,CLASSIC CHARIOTS INC,"$20,150",1611 W Vista Way Vista CA 92083,(760) 414-1600,HADDAD DODGE,"$29,000","3000 Harris Rd Bakersfield, CA 93384",(877) 244-1902,,,,
25,2015,MERCEDES C300W4 C300,55SWF4KB1FU047612,13398,,,,,CARMAX # 7129,"$30,000","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
26,2015,MERCEDES GLA250W4 GLA250,WDCTG4GB4FJ097871,18761,,,,,LEXUS OF RIVERSIDE,"$30,000","3150 Adams St Riverside, CA 92504",(855) 217-6036,,,,
27,2014,MERCEDES GLK350W2 GLK350,WDCGG5HB4EG332156,32249,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$25,000",N/A,N/A,,,,
28,2011,MITSUBISHI GALANT ES,4A32B3FFXBE005757,30357,MAC HAIK AUTO DIRECT,"$9,100","12111 Katy Fwy Houston, TX 77079",(713) 538-2700,MAC HAIK AUTO DIRECT,"$9,100","12111 Katy Fwy Houston, TX 77079",(713) 538-2700,,,,
,,,,,SALINAS MITSUBISHI,"$8,200","151 Auto Center Cir Salinas, CA 93907",(831) 444-9400,,,,,,,,
29,2015,NISSAN FRONTIER 4X4 CR SV,1N6AD0EV7FN705027,26690,MOSSY NISSAN EL CAJON,"$22,750","1170 W Main St El Cajon, CA 92020",(888) 752-8040,CLASSIC CHARIOTS INC,"$20,300",1611 W Vista Way Vista CA 92083,(760) 414-1600,,,,
,,,,,CLASSIC CHARIOTS INC,"$20,300",1611 W Vista Way Vista CA 92083,(760) 414-1600,,,,,,,,
30,2014,NISSAN MAXIMA 3.5 S,1N4AA5AP1EC465862,38766,,,,,LEXUS OF RIVERSIDE,"$14,400","3150 Adams St Riverside, CA 92504",(855) 217-6036,,,,
31,2013,NISSAN XTERRA 4X2 S,5N1AN0NU3DN817405,16326,MOSSY NISSAN EL CAJON,"$18,800","1170 W Main St El Cajon, CA 92020",(888) 752-8040,CARMAX # 7129,"$18,900","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
32,2015,DODGE 1500 4X2 V6 BIG HORN,1C6RR6GG0FS674804,14664,PREMIER AUTO CENTER,"$21,500","1223 N Batavia St Orange, CA 92867-4612",714-289-4500,PREMIER AUTO CENTER,"$21,500","1223 N Batavia St Orange, CA 92867-4612",714-289-4500,,,,
33,2015,RAM 1500 4X2 V8 BIG HORN,1C6RR6GT2FS709159,15500,GEORGE CHEVROLET,"$23,500","17000 Lakewood Blvd Bellflower, CA 90706",(562) 376-9736,GEORGE CHEVROLET,"$23,500","17000 Lakewood Blvd Bellflower, CA 90706",(562) 376-9736,,,,
,,,,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$23,250","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
34,2015,RAM 1500 4X4 V6 SLT,1C6RR7GG9FS625042,16759,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$23,000","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,AUTO GALLERY INC,"$23,500","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,,,,
35,2015,RAM 1500 4X4 V6 SLT,1C6RR7GGXFS664724,13677,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$23,500","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,CARMAX # 7129,"$23,750","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
36,2015,RAM 1500 4X4 V8 BIG HORN,1C6RR7GT9FS625152,15596,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$26,250","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$26,250","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,
37,2015,TOYOTA RAV4 FWD XLE,2T3WFREV0FW180554,18314,TOPLINE AUTOMOTIVE INC,"$18,500","840 East Garvey Ave Monterey Park, CA 91755",(626) 572-8888,,,,,,,,
38,2015,TOYOTA COROLLA LE,2T1BURHE7FC318696,31059,TOYOTA OF ESCONDIDO,"$12,800","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,TOYOTA OF ESCONDIDO,"$12,800","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,,,,
39,2015,TOYOTA CAMRY 4C SE,4T1BF1FK8FU922521,21636,TOYOTA OF ESCONDIDO,"$16,300","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,TOYOTA OF ESCONDIDO,"$16,300","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,,,,
40,2015,TOYOTA CAMRY 4C SE,4T1BF1FK8FU917044,25887,TOYOTA OF ESCONDIDO,"$17,100","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,WESTERN MOTORS/AIDE RENT A CAR,"$17,200",N/A,N/A,,,,
41,2015,TOYOTA CAMRY 4C SE,4T1BF1FKXFU909060,27338,TOYOTA OF ESCONDIDO,"$16,500","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,TOYOTA OF ESCONDIDO,"$16,500","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,,,,
42,2014,CHEVROLET IMPALA LIMITED LT,2G1WB5E32E1143587,36306,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$11,400",N/A,N/A,,,,
43,2015,CHEVROLET 2500 SLV 4X2 CR LT,1GC1CVEG4FF570586,31183,,,,,ALEXANDER AUTO SALES INC,"$27,500","12421 Whittier Blvd Whittier, CA 90602",(562) 696-1222,,,,
44,2014,CHRYSLER 200 4C LX,1C3CCBAB6EN207734,44539,SAMS AUTO SALES,"$10,100","1254 N Abby St Fresno, CA 93703",(559) 233-6666,WESTERN MOTORS/AIDE RENT A CAR,"$10,200",N/A,N/A,,,,
45,2014,CHRYSLER 200 4C LX,1C3CCBAB7EN230696,42130,SAMS AUTO SALES,"$10,300","1254 N Abby St Fresno, CA 93703",(559) 233-6666,BALL HONDA,"$10,400","2135 National City Blvd National City, CA 91950",(888) 708-7251,,,,
46,2015,CHRYSLER 300 4X2 V6 LIMITED,2C3CCAAG5FH779748,18319,,,,,BALL HONDA,"$19,200","2135 National City Blvd National City, CA 91950",(888) 708-7251,,,,
47,2015,RAM 1500 4X4 V8 BIG HORN,1C6RR7GT9FS621800,16433,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$26,000","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$26,000","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,
48,2015,RAM 1500 4X4 V8 BIG HORN,1C6RR7GT7FS664709,20401,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$25,750",N/A,N/A,,,,
49,2015,DODGE CHALLENGER V6 SXT,2C3CDZAG6FH747404,25861,,,,,LEXUS OF RIVERSIDE,"$18,000","3150 Adams St Riverside, CA 92504",(855) 217-6036,,,,
50,2015,DODGE CHALLENGER V6 SXT,2C3CDZAG4FH750379,22677,THE HERTZ CORPORATION,"$19,500","43285 Auto Mall Cir Fremont, CA 94538",(510) 687-9771,SOUTHERN FINANCIAL,"$19,600",NA,NA,,,,
,,,,,CAR AVE,"$18,600","1710 N Blackstone Ave,Fresno, CA 93703",559-237-6600,,,,,,,,
,,,,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$18,800","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
51,2015,DODGE CHARGER 4X2 V6 SE,2C3CDXBG7FH753358,20320,,,,,LEXUS OF RIVERSIDE,"$18,000","3150 Adams St Riverside, CA 92504",(855) 217-6036,,,,
52,2015,DODGE CHARGER 4X2 V6 SE,2C3CDXBG2FH844084,18784,,,,,BALL HONDA ,"$18,300","2135 National City Blvd National City, CA 91950",(888) 708-7251,,,,
53,2015,JEEP RENEGADE 4X4,ZACCJBCT0FPB70384,13094,,,,,CHINO HILLS FORD,"$22,500","4480 Chino Hills Parkway Chino, CA 91710",(909) 247-1475,,,,
54,2015,RAM 3500 4X4 CR SLT,3C63RRHL9FG648244,17700,,,,,YUCCA VALLEY CHRYSLER  PLYMOUTH DODGE INC,"$41,500","57909 29 Palms Hwy Yucca Valley, CA 92284",1-760-228-1818,,,,
55,2015,RAM PROMAST 1500 V6,3C6TRVAGXFE507071,20074,,,,,YUCCA VALLEY CHRYSLER  PLYMOUTH DODGE INC,"$19,000","57909 29 Palms Hwy Yucca Valley, CA 92284",1-760-228-1818,,,,
56,2015,INFINITI QX60 FWD V6,5N1AL0MN1FC514380,16181,,,,,CARMAX # 7129,"$29,500","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
57,2011,HONDA ELEMENT FWD LX,5J6YH1H38BL003272,98629,,,,,BALL HONDA,"$11,800","2135 National City Blvd National City, CA 91950",(888) 708-7251,,,,
58,2014,TOYOTA TACOMA 4X2 EX PRERUNNER,5TFTX4GN5EX031986,54960,,,,,SKYHIGH REMARKETING INC,"$19,500","9851 Oasis Ave,  Garden Grove Ca 92844",N/M,,,,
59,2014,NISSAN ALTIMA 4C S,1N4AL3AP3EN332118,61643,EQUITY AUTO CENTER LLC,"$11,100","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,WESTERN MOTORS/AIDE RENT A CAR,"$11,300",N/A,N/A,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$11,200","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
60,2014,KIA SORENTO AWD 4C LX,5XYKTCA6XEG530966,55129,ACCESS AUTO SALES INC,"$13,100","21960 Bear Valley Rd Apple Valley, CA 92308",(760) 240-2277,PREMIER HYUNDAI OF OAKLAND,"$13,300","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$13,300","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
,,,,,RENO TAHOE AUTO GROUP,"$13,400",Not mentioned,775-329-0303,,,,,,,,
,,,,,BILL LUKE CHRYLSLER JEEP AND DODGE INC,"$13,500","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
61,2013,CHEVROLET IMPALA LS,2G1WF5E39D1252602,28740,EQUITY AUTO CENTER LLC,"$8,400","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,PREMIER HYUNDAI OF OAKLAND,"$9,500","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$9,500","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
,,,,,PREMIER AUTO CENTER,"$9,400","1223 N Batavia St Orange, CA 92867-4612",714-289-4500,,,,,,,,
62,2014,CADILLAC ATS 4X2 V6 LUXURY,1G6AB5R34E0116613,57636,,,,,LEXUS OF RIVERSIDE,"$19,300","3150 Adams St Riverside, CA 92504",(855) 217-6036,,,,
63,2014,KIA SPORTAGE AWD 4C LX,KNDPBCACXE7557256,55002,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$13,500",N/A,N/A,,,,
64,2013,FORD C-MAX SEL,1FADP5BU4DL533036,39758,,,,,SKYHIGH REMARKETING INC,"$12,000","9851 Oasis Ave,  Garden Grove Ca 92844",N/M,,,,
65,2013,CADILLAC XTS AWD LUXURY,2G61R5S38D9179630,60328,HENNESSY MAZDA BUICK GMC,"$17,500",Not mentioned,844-240-2377,HENNESSY MAZDA BUICK GMC,"$17,500",Not mentioned,844-240-2377,,,,
66,2013,MERCEDES GL450 4.7L,4JGDF7CE1DA225507,50189,DUNHILL GROUP LTD,"$35,500","1020 US Highway 1 Avenel, NJ 07001-1546",(732) 942-8500,,,,,,,,
67,2013,KIA RIO LX,KNADM4A31D6268884,46917,CLAY COOLEY MITSUBISHI,"$8,400",not applicable,not applicable,CLAY COOLEY MITSUBISHI,"$8,400",not applicable,not applicable,,,,
68,2013,CHEVROLET CRUZE 1LT,1G1PC5SB9D7322448,43909,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$9,900",N/A,N/A,,,,
69,2013,HYUNDAI SONATA GLS,5NPEB4AC2DH702197,66691,AUSSIE AUTO INC,"$7,300",11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400,AUSSIE AUTO INC,"$7,300",11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400,,,,
70,2013,TOYOTA COROLLA CE,5YFBU4EE3DP219149,65193,PREMIER HYUNDAI OF OAKLAND,"$9,600","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$9,600","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
71,2013,CHEVROLET CRUZE 1LT,1G1PC5SB2D7323893,61189,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$8,900",N/A,N/A,,,,
72,2014,FORD FUSION FWD 4C SE,3FA6P0H78ER300700,60191,PREMIER HYUNDAI OF OAKLAND,"$11,600","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$11,600","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
73,2014,DODGE GRAND CARAVAN SXT,2C4RDGCGXER245849,59912,  ,,,,WESTERN MOTORS/AIDE RENT A CAR,"$12,800",N/A,N/A,,,,
74,2013,CHEVROLET CAMARO V6 LT,2G1FB3D3XD9209681,65798,MARTINEZ USED ACARS INC,"$13,500",not applicable,not applicable,,,,,,,,
75,2014,DODGE GRAND CARAVAN SXT,2C4RDGCG2ER259910,60320,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$12,900",N/A,N/A,,,,
76,2014,DODGE GRAND CARAVAN SXT,2C4RDGCG5ER259920,68646,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$12,500",N/A,N/A,,,,
77,2013,CHEVROLET SONIC LTZ,1G1JE5SH8D4181068,67251,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$7,100",N/A,N/A,,,,
