S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
38,2013,TOYOTA COROLLA S,5YFBU4EE5DP213594,17395,AUTONATION DIRECT,"$12,600 ","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,MEZA AUTO SALES,"$12,700 ","1565 N MT Vernon Ave Colton, CA 92324",(909) 825-2321,,,,
39,2006,GMC SR 1500 4X2 CR SLE,2GTEC13T261242990,56120,ROYAL SPEEDWAY INC,"$12,000 ","4333 E Speedway Blvd Tucson, AZ, 85712",(520) 790-4132,DOLLAR BILL AUTO SALES INC,"$14,600 ",,,,,,
40,2013,TOYOTA TACOMA 4X2 4C PRERUNNER,5TFJX4GN5DX021366,17613,,,,,ST MINA AUTO SALES,"$22,750 ","4963 Holt Blvd Montclair, CA 91763",(949) 290-4499,,,,
41,2010,HONDA ELEMENT FWD EX,5J6YH1H74AL006350,39408,HUNTINGTON BEACH MAZDA,"$14,750 ","16800 Beach Blvd Huntington Beach, CA 92647",(714) 848-7739,PUENTE HILLS SUBARU,"$16,900 ","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
42,2003,HONDA ACCORD 4C LX,JHMCM56363C065520,146256,,,,,MAGIC AUTO CENTER OF RESEDA,"$4,300 ","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,,,,
43,2008,MITSUBISHI LANCER AWD EVOL MR,JA3AW56V78U050948,128148,,,,,ANYTIME AUTO GROUP,"$14,600 ","4904 Van Nuys Blvd Sherman Oaks, CA 91403",(818) 510-0472,,,,
44,2004,LEXUS RX 330 FWD,JTJGA31U140009016,193895,,,,,CENTRAL AUTO SALES INC,"$5,000 ","3181 Fulton Ave Sacramento, CA 95821",(916) 333-4773,,,,
45,2009,BMW 328I SA 328I,WBAPH575X9NM32386,55540,,,,,CAMACHO AUTO SALES INC,"$11,300 ","44446 N Sierra Hwy,Lancaster, CA 93534",(661) 945-2609,,,,
46,2013,VOLKSWAGEN TIGUAN FWD,WVGAV3AX1DW562619,45342,BILL LUKE FIAT,"$11,250 ","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,AUSSIE AUTO INC,"$11,700 ",11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400
,,,,,AUSSIE AUTO INC,"$11,700 ",11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400,,,,,,,,
,,,,,MARK MITSUBISHI,"$11,000 ",N/A,N/A,,,,,,,,
47,2007,JAGUAR XKR,SAJWA44C979B11580,65674,LAS VEGAS MOTORCARS,"$22,750 ","4200 W Russell Rd Ste 109 Las Vegas, NV 89118",(702) 463-9700,LAS VEGAS MOTORCARS,"$22,750 ","4200 W Russell Rd Ste 109 Las Vegas, NV 89118",(702) 463-9700,,,,
,,,,,PACIFIC MOTORCARS,"$20,250 ","16828 S Main St Gardena, CA 90248",(310) 515-1120,,,,,,,,
48,2013,FORD EDGE FWD V6 SPORT,2FMDK3AK6DBC21969,45365,MARK MITSUBISHI,"$21,750 ",N/A,N/A,,,,,,,,
49,2004,LINCOLN TOWN CAR ULTIMATE,1LNHM83W64Y616293,117616,,,,,MOTORWORLD,"$4,100 ",Not applicable,Not applicable,,,,
50,2012,VOLKSWAGEN JETTA 4C TDI,3VWLL7AJ9CM419256,73495,,,,,,,,,,,,
51,2009,FORD EDGE FWD SEL,2FMDK38C39BA97035,52793,,,,,VARIETY AUTO SALES,"$9,800 ","5325 W Mission Ave Ontario, CA 91762
",(800) 909-2277,,,,
52,2005,MAZDA MAZDA3 I,JM1BK12F851346468,107274,,,,,AUTO ACTION,"$4,200 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
53,2009,SCION XD,JTKKU10489J044396,76818,,,,,ST MINA AUTO SALES,"$6,700 ","4963 Holt Blvd Montclair, CA 91763",(949) 290-4499,,,,
54,2006,NISSAN FRONTIER 4X2 EX XE,1N6BD06T66C470245,135563,,,,,MARIOS AUTO SALES INC,"$6,300 ","1010 S Harbor Blvd Santa Ana, CA 92704",(714) 531-9710,,,,
55,2006,ACURA TSX,JH4CL96816C006031,138099,,,,,J/R MOTORS,"$6,750 ","11066 Hole Ave Riverside, CA 92505",(951) 688-3717,,,,
56,2003,VOLKSWAGEN PASSAT FWD 4C GLS,WVWPD63B53P265348,109589,,,,,MPG AUTO SALES,"$1,600 ",NA,NA,,,,
57,2007,MAZDA RX8,JM1FE173870213399,62170,,,,,SPEED MERCHANT INC,"$7,000 ","345 Lincoln Ave San Jose, CA 95126",(408) 295-0930,,,,
58,2011,MERCEDES S550V4 5.5L V8,WDDNG8GB6BA372212,83463,,,,,A & B MOTOR CARS INC,"$27,500 ","2748 E Colorado Blvd Pasadena, CA 91107",(626) 796-8899,,,,
59,2011,CADILLAC ESCALADE 4X2 V8 BASE,1GYS3AEF5BR352843,48823,,,,,SOUTHERN FINANCIAL,"$32,500 ","105 W Public Sq Scottsville, KY 42164",(270) 237-4558,,,,
60,2013,TOYOTA SIENNA FWD,5TDKK3DC4DS379452,32184,,,,,TEULITOS ENTERPRISES INC,"$19,100 ","1655 E 6th St Corona, CA 92879",Not applicable,,,,
61,2013,LANDROVER RR EVOQUE PURE PLUS,SALVP2BG7DH762412,23203,STADIUM AUTO INC,"$32,250 ","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,,,,,
62,2013,HONDA ODYSSEY EX-L,5FNRL5H66DB036206,22700,BILL LUKE FIAT,"$22,750 ","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,BILL LUKE FIAT,"$22,750 ","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,
63,2010,CHEVROLET 1500 SUB 4X2 V8 LTZ,1GNUCKE05AR273338,96613,,,,,OC MOTORSCARS,"$16,750 ","1805 Placentia Ave Costa Mesa, CA 92627",(949) 650-7833,,,,
64,2013,HONDA ACCORD V6 EX-L,1HGCR3F80DA009915,11645,,,,,SOUTHERN FINANCIAL,"$17,000 ",NA,NA,,,,
65,2007,CHEVROLET 1500 SLV 4X4 CR,2GCFK13Y571632714,77632,EMOTORWEST.COM SUPERSTORE IDAHO,"$19,750 ","5803 Cleveland Blvd, Caldwell, ID 83607",888-815-5211,PACIFIC AUTO CENTER,"$21,250 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
,,,,,CANYON AUTO SALES,"$20,250 ","3500 N 1st Ave Tucson, AZ 85719",(520) 293-3324,,,,,,,,
,,,,,CENTRAL COAST CAR COMPANY LLC,"$18,500 ","1575 W Grand Ave, Grover Beach, CA 93433",(805) 474-8354,,,,,,,,
,,,,,GRAND AUTOLAND,"$19,500 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,,,,,,,,
,,,,,RENO TAHOE AUTO GROUP,"$19,250 ","3355 Kietzke Ln. Reno, NV 89502",(775) 329-0303,,,,,,,,
,,,,,DIRECT AUTO SALES INC,"$18,750 ","21515 Mission Blvd Hayward, CA 94541",(510) 886-1030,,,,,,,,
66,2014,TOYOTA TACOMA 4X2 V6 PRERUNNER,3TMJU4GN9EM170413,49694,,,,,SUNSHINE ENTERPRISES INC,"$21,800 ","2485 Shoreline Dr Ste 101 Alameda, CA 94501",(510) 749-1061,,,,
67,2012,TOYOTA TACOMA 4X2 RG,5TFNX4CN2CX014087,69629,,,,,KARPLUS WAREHOUSE INC,"$11,500 ","10103 San Fernando Rd Pacoima, CA 91331",(888) 379-8896,,,,
68,2005,LEXUS GS 430,JT8BL69S850015987,126418,BALLERS ,"$7,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,CARMAX # 7195,"$8,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
69,2005,LEXUS IS 300 SPORT,JTHBD192050099917,147497,BALLERS ,"$5,700 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS ,"$5,700 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
70,2008,TOYOTA AVALON LIMITED,4T1BK36B48U292765,114600,,,,,DRIVETIME,"$8,250 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
71,2008,LEXUS LS 460,JTHBL46F685057156,81031,NICK FARGO INC,"$17,750 ","3250 Fulton Ave Ste B Sacramento, CA 95821",(916) 281-1707,,,,,NICK FARGO INC,"$17,750 ","3250 Fulton Ave Ste B Sacramento, CA 95821",(916) 281-1707
,,,,,CASTLE AUTO GROUP,"$16,500 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,,,,,,,,
,,,,,WORLDWIDE MOTORS,"$16,000 ","9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,,,,,,,,
,,,,,PINNACLE MOTORS,"$17,500 ","2425 Arden way suite B Sacramento, CA 95825",(916) 514-9777,,,,,,,,
72,2007,CHEVROLET 1500 SUB 4X4 V8 LTZ,1GNFK16Y37R364059,52696,RED ROCK AUTOMOTIVE,"$20,500 ","507 N Scottsdale Rd Scottsdale, AZ 85257",(480) 629-4759,,,,,CARMAX # 7195,"$24,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801
,,,,,EMOTORWEST.COM SUPERSTORE IDAHO,"$23,750 ","5803 Cleveland Blvd, Caldwell, ID 83607",888-815-5211,,,,,,,,
73,2012,CHEVROLET IMPALA LS,2G1WF5E38C1319432,36445,LAS VEGAS MOTORCARS,"$8,300 ","4200 W Russell Rd Ste 109 Las Vegas, NV 89118",(702) 463-9700,ATLAS AUTOMOTIVE,"$8,400 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257, ,,,
,,,,,SOUTHERN ARIZONA AUTO COMPANY OF DOUGLAS,"$7,900 ","1200 N G Ave, Douglas, AZ 85607",(520) 364-2424,,,,,,,,
,,,,,ATLAS AUTOMOTIVE,"$8,400 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
74,2009,MERCEDES C300W,WDDGF54X69F243748,83304,BALLERS,"$11,500 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,G & G AUTO WHOLESALE,"$12,000 ","6701 Lankershim Blvd, North Hollywood, CA 91606",(818) 821-8449,,,,
75,2008,JEEP COMPASS FWD 4C SPORT,1J8FT47W78D709573,82055,ONUR AUTO,"$4,900 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,ONUR AUTO,"$4,900 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,,,,
76,2007,DODGE CALIBER FWD 4C R/T,1B3HB78K27D102545,49341,AUTO SOURCE UNLIMITED LLC,"$5,500 ","760 S. Frontage Rd.  Nipomo, CA 93444",805-225-6400,WORLD AUTO GROUP LLC,"$5,600 ","1370 E Colorado St Glendale, CA 91205",(818) 839-5142,,,,
,,,,,AUTO WORLD SALES AND LEASING,"$5,200 ","409 S Glendale Ave,Ste A,Glendale, CA 91205",(818) 246-1500,,,,,,,,
77,2003,JEEP CHEROKEE 4X4 6C LAREDO,1J4GW48S53C532769,114242,,,,,AUTO ACTION,"$2,800 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
78,2005,BMW X5 4.4L,5UXFB53595LV15026,87578,,,,,BANDARI GLOBAL AUTO INVESTMENT,"$6,200 ",Not applicable,Not applicable,,,,
79,2004,DODGE RAM 1500 4X4 V8 SLT,1D7HU18D24J180995,119395,PRESTIGIOUS AUTOMOTIVE INC,"$7,200 ","3517 Del Rey St Ste 103 San Diego, CA 92109",(858) 274-3491,AUTO ACTION,"$7,300 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
80,2006,FORD EXPEDIT 4X2 XLT,1FMPU15596LA90944,105005,,,,,AUTO ACTION,"$6,500 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
81,2011,CHEVROLET AVEO LT,KL1TD5DEXBB143671,102898,,,,,AUTO ACTION,"$4,000 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
82,2001,JEEP CHEROKEE 4X2 6C LIMITED,1J4GX58S31C511256,186543,ONUR AUTO,"$1,200 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,ONUR AUTO,"$1,200 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,,,,
83,2004,FORD MUSTANG V6 CPE,1FAFP40664F189666,162885,,,,,,,,,AL Q USED CARS LLC,"$1,000 ","5055 Sierra St Riverside, CA 92504",Not mentioned
84,2001,TOYOTA SEQUOIA 4X2 LIMITED,5TDZT38A31S050581,168725,,,,,UNIQUE MOTORSPORTS INC,"$3,400 ","15941 Kaplanave City of Industry, CA 91744",(626) 333-9026,,,,
85,2007,MERCEDES C230WZ,WDBRF52H57E023971,102955,,,,,,,,,AUTO MART 2000,"$4,250 ",Not applicable,Not applicable
86,2004,MERCEDES E500W 5.0L,WDBUF70J34A570414,125449,,,,,ADVANCE AUTO SALES,"$3,800 ","6726 Reseda Blvd Unit A9 Reseda, CA 91335",(818) 264-3688,,,,
87,2004,GMC YUKON DENAL AWD,1GKEK63U04J186385,196420,,,,,LA MOTORS LLC,"$3,900 ","6086 Venice Blvd Los Angeles, CA 90034-2239", 323-692-6016,,,,
88,2003,BMW 325CI,WBABN33473PG60896,211582,,,,,AUTO MART 2000,"$1,900 ",Not applicable,Not applicable,,,,
89,2007,BMW 750I 750I,WBAHL835X7DT07479,91354,UNITED AUTOS,"$9,000 ","14555 1st Ave S Burien, WA 98168",(206) 258-2841,UNITED AUTOS,"$9,000 ","14555 1st Ave S Burien, WA 98168",(206) 258-2841,,,,
90,2007,BMW 530I,WBANE73527CM57227,91792,UNITED AUTOS,"$8,400 ","14555 1st Ave S Burien, WA 98168",(206) 258-2841,UNITED AUTOS,"$8,400 ","14555 1st Ave S Burien, WA 98168",(206) 258-2841,,,,
91,2009,LEXUS RX 350 FWD,2T2GK31U49C068828,198961,ROAD MASTER AUTO GROUP INC,"$7,700 ",NOT APPLICABLE,NOT APPLICABLE,,,,,ROAD MASTER AUTO GROUP INC,"$7,700 ",NOT APPLICABLE,NOT APPLICABLE
92,2001,LEXUS LX 470,JTJHT00W713500443,154239,E A A IMPORT EXPORT INC,"$8,500 ","4140 Wakefield Loop Fremont,  CA  94536-4741",(408) 639-3106,E A A IMPORT EXPORT INC,"$8,500 ","4140 Wakefield Loop Fremont,  CA  94536-4741",(408) 639-3106,,,,
93,2005,GMC SR 1500 4X2 CR SLE,2GTEC13TX51175974,132577,EMPIRE MOTORS,"$8,000 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,,,,,EMPIRE MOTORS,"$8,000 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424
94,2004,LEXUS LS 430,JTHBN36F140167527,135145,E A A IMPORT EXPORT INC,"$11,900 ","4140 Wakefield Loop Fremont,  CA  94536-4741",(408) 639-3106,E A A IMPORT EXPORT INC,"$11,900 ","4140 Wakefield Loop Fremont,  CA  94536-4741",(408) 639-3106,,,,
,,,,,ALFA AUTO SALES INC,"$11,000 ","8122 Bolsa Ave Midway City, CA 92655",(714) 894-9665,,,,,,,,
,,,,,ROAD MASTER AUTO GROUP INC,"$11,250 ",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
,,,,,AL SAMA MOTORS FZCO,"$10,750 ",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
95,2006,CHRYSLER 300 4X2 V6,2C3KA43R86H213097,95197,,,,,DRIVETIME,"$5,000 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
96,2012,CHEVROLET IMPALA LT,2G1WG5E3XC1269047,73928,CLAY COOLEY MITSUBISHI,"$8,250 ",not applicable,not applicable,CLAY COOLEY MITSUBISHI,"$8,250 ",not applicable,not applicable,,,,
97,2004,NISSAN 350Z,JN1AZ36A64T014908,123929,,,,,,,,,CALIFORNIA IMPORTS AUTO SALES,"$5,000 ","6726 Reseda Blvd Unit A2 Reseda, CA 91335",(818) 514-6715
98,2004,VOLKSWAGEN BEETLE GLS,3VWCK31C24M416942,74999,,,,,ADVANCE AUTO SALES,"$3,700 ","6726 Reseda Blvd Unit A9 Reseda, CA 91335",(818) 264-3688,,,,
99,2005,BMW X3 3.0L,WBXPA93485WD18571,89768,NICK FARGO INC,"$6,750 ","3250 Fulton Ave Ste B Sacramento, CA 95821",(916) 281-1707,NICK FARGO INC,"$6,750 ","3250 Fulton Ave Ste B Sacramento, CA 95821",(916) 281-1707,,,,
100,2005,LEXUS RX 330 AWD,JTJHA31U950083466,159261,BALLERS ,"$7,400 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS ,"$7,400 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
101,2002,LEXUS LS 430,JTHBN30F020076142,206728,,,,,FANS AUTOMOTIVE,"$4,100 ",NA,NA,,,,
102,2012,FORD ESCAPE 2WD LIMITED,1FMCU0E74CKB69613,82131,,,,,GUARD AUTO SALES,"$9,300 ","1013 N Harbor Blvd, Santa Ana, CA 92703",(714) 265-1881,,,,
103,2008,BMW X5,5UXFE43538L034999,98866,BALLERS ,"$13,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,BALLERS ,"$13,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504
104,2008,BMW 535IA 535I AUTO,WBANW13558CZ73710,85387,,,,,HACIENDA AUTO CENTER,"$9,750 ","15882 Gale Ave Hacienda Heights, CA 91745",(626) 333-9503,,,,
105,2013,BMW 528IA 528I AUTO,WBAXG5C55DDY34095,49159,,,,,,,,,AUSTRA MOTORS,"$20,250 ","15626 Hawthorne Blvd Lawndale, CA 90260",(310) 973-0409
106,2007,FORD MUSTANG V6 CPE,1ZVFT80NX75209669,114854,,,,,ANAHEIM AUTO FINANCE,"$4,000 ","1200 S Anaheim Blvd Anaheim, CA 92805",(714) 535-8000,,,,
107,2013,VOLKSWAGEN JETTA 5C,3VWDP7AJ7DM285048,28718,,,,,CARZ 4 TOYZ INC,"$8,900 ","10550 S Carmenita Rd Whittier, CA 90605",(562) 946-5599,,,,
108,2001,HYUNDAI XG300,KMHFU45D51A143390,112707,,,,,,,,,CAMEX AUTO SALE,$300 ,Not applicable,Not applicable
109,2007,TOYOTA CAMRY 4C,4T1BE46K67U515478,132973,CAMEX AUTO SALE,"$3,100 ",Not applicable,Not applicable,,,,,CAMEX AUTO SALE,"$3,100 ",Not applicable,Not applicable
